V1;V2;filepath
7,970854e-01;2,029146e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1.jpg
9,274026e-01;7,259741e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat10.jpg
9,994435e-01;5,565337e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat100.jpg
9,962890e-01;3,710992e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1000.jpg
9,580975e-01;4,190256e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1001.jpg
5,976512e-01;4,023488e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1002.jpg
5,997466e-01;4,002534e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1003.jpg
9,912916e-01;8,708445e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1004.jpg
8,389969e-01;1,610031e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1005.jpg
7,821348e-01;2,178652e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1006.jpg
9,999999e-01;1,394742e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1007.jpg
9,339112e-01;6,608877e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1008.jpg
8,648811e-01;1,351190e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1009.jpg
7,816726e-01;2,183274e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat101.jpg
9,172699e-01;8,273003e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1010.jpg
9,991869e-01;8,130667e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1011.jpg
8,588207e-01;1,411794e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1012.jpg
9,998823e-01;1,176039e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1013.jpg
9,628264e-01;3,717361e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1014.jpg
8,659352e-01;1,340648e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1015.jpg
9,990339e-01;9,661452e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1016.jpg
9,714918e-01;2,850826e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1017.jpg
6,624470e-01;3,375530e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1018.jpg
9,994978e-01;5,022386e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1019.jpg
8,582080e-01;1,417921e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat102.jpg
7,103975e-01;2,896024e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1020.jpg
9,555119e-01;4,448807e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1021.jpg
8,696527e-01;1,303472e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1022.jpg
7,880877e-01;2,119123e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1023.jpg
8,388757e-01;1,611243e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1024.jpg
9,767277e-01;2,327235e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1025.jpg
6,203722e-01;3,796278e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1026.jpg
9,099396e-01;9,006032e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1027.jpg
7,310656e-01;2,689344e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1028.jpg
9,999622e-01;3,774539e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1029.jpg
9,162700e-01;8,373001e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat103.jpg
9,995560e-01;4,440169e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1030.jpg
9,984148e-01;1,585237e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1031.jpg
9,997147e-01;2,853639e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1032.jpg
9,999859e-01;1,411804e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1033.jpg
9,990901e-01;9,099329e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1034.jpg
9,882783e-01;1,172169e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1035.jpg
9,996266e-01;3,733310e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1036.jpg
8,194457e-01;1,805543e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1037.jpg
8,946355e-01;1,053644e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1038.jpg
9,767129e-01;2,328715e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1039.jpg
8,625892e-01;1,374109e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat104.jpg
9,986783e-01;1,321767e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1040.jpg
9,999930e-01;7,011617e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1041.jpg
8,768718e-01;1,231282e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1042.jpg
9,202796e-01;7,972045e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1043.jpg
9,662613e-01;3,373876e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1044.jpg
9,903979e-01;9,602100e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1045.jpg
5,658961e-01;4,341039e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1046.jpg
9,999645e-01;3,555141e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1047.jpg
8,439186e-01;1,560814e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1048.jpg
9,952726e-01;4,727476e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1049.jpg
9,786285e-01;2,137151e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat105.jpg
9,999570e-01;4,303731e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1050.jpg
9,968406e-01;3,159361e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1051.jpg
8,247408e-01;1,752592e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1052.jpg
9,721587e-01;2,784123e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1053.jpg
9,990815e-01;9,184657e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1054.jpg
9,984666e-01;1,533442e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1055.jpg
9,120569e-01;8,794311e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1056.jpg
9,095926e-01;9,040733e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1057.jpg
9,897215e-01;1,027850e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1058.jpg
9,856666e-01;1,433339e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1059.jpg
9,969276e-01;3,072415e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat106.jpg
9,956027e-01;4,397250e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1060.jpg
8,574894e-01;1,425106e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1061.jpg
9,411614e-01;5,883862e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1062.jpg
9,936612e-01;6,338795e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1063.jpg
9,522641e-01;4,773585e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1064.jpg
9,894353e-01;1,056481e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1065.jpg
9,989868e-01;1,013227e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1066.jpg
7,012622e-01;2,987378e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1067.jpg
9,999375e-01;6,247831e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1068.jpg
7,995918e-01;2,004082e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1069.jpg
9,885862e-01;1,141373e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat107.jpg
9,118119e-01;8,818803e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1070.jpg
7,579151e-01;2,420849e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1071.jpg
9,960663e-01;3,933722e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1072.jpg
9,844647e-01;1,553526e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1073.jpg
