V1;V2;filepath;actual_class;model
9,717638e-01;2,823625e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1.jpg;0;DenseNet169
8,585117e-01;1,414883e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat10.jpg;0;DenseNet169
9,999766e-01;2,336782e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat100.jpg;0;DenseNet169
9,975891e-01;2,410874e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1000.jpg;0;DenseNet169
9,492149e-01;5,078504e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1001.jpg;0;DenseNet169
9,969722e-01;3,027776e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1002.jpg;0;DenseNet169
9,999622e-01;3,773081e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1003.jpg;0;DenseNet169
9,999076e-01;9,234359e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1004.jpg;0;DenseNet169
9,906756e-01;9,324356e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1005.jpg;0;DenseNet169
5,593109e-01;4,406891e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1006.jpg;0;DenseNet169
1,000000e+00;6,233881e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1007.jpg;0;DenseNet169
9,823858e-01;1,761423e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1008.jpg;0;DenseNet169
9,757613e-01;2,423867e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1009.jpg;0;DenseNet169
9,999850e-01;1,499795e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat101.jpg;0;DenseNet169
9,967521e-01;3,247831e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1010.jpg;0;DenseNet169
9,999946e-01;5,308725e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1011.jpg;0;DenseNet169
6,126457e-01;3,873542e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1012.jpg;0;DenseNet169
9,986249e-01;1,375047e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1013.jpg;0;DenseNet169
4,377831e-01;5,622169e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1014.jpg;0;DenseNet169
9,595013e-01;4,049867e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1015.jpg;0;DenseNet169
9,999808e-01;1,921415e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1016.jpg;0;DenseNet169
9,752511e-01;2,474882e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1017.jpg;0;DenseNet169
9,475693e-01;5,243078e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1018.jpg;0;DenseNet169
