files;actual_class;prediction;cutoff;predicted_class
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1198.jpg;0;9,332737e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1217.jpg;0;5,327276e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1227.jpg;0;5,079823e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1262.jpg;0;6,969699e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1340.jpg;0;5,934802e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1348.jpg;0;8,494759e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1370.jpg;0;5,849407e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1377.jpg;0;6,206049e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1402.jpg;0;6,094171e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1405.jpg;0;7,069358e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1453.jpg;0;6,430361e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1462.jpg;0;6,676668e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat148.jpg;0;6,206258e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1480.jpg;0;6,330480e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1605.jpg;0;5,078455e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1639.jpg;0;7,588334e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1661.jpg;0;5,277187e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1684.jpg;0;6,280378e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1694.jpg;0;6,353951e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat170.jpg;0;6,947072e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1708.jpg;0;7,938552e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat172.jpg;0;7,133777e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1768.jpg;0;5,258985e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1859.jpg;0;5,574740e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat187.jpg;0;6,577325e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1902.jpg;0;5,601627e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1929.jpg;0;6,877158e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1956.jpg;0;5,785757e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1959.jpg;0;5,789409e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1964.jpg;0;8,657005e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1978.jpg;0;7,155628e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat200.jpg;0;6,944214e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2032.jpg;0;5,835510e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2051.jpg;0;7,175139e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2063.jpg;0;5,469097e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat208.jpg;0;5,032924e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2096.jpg;0;5,956815e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2097.jpg;0;5,959574e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2098.jpg;0;8,627933e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2104.jpg;0;5,737702e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2125.jpg;0;8,043708e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat217.jpg;0;5,717419e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2185.jpg;0;7,022007e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2232.jpg;0;6,991187e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2307.jpg;0;7,268379e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2340.jpg;0;5,058643e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2395.jpg;0;6,639770e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2407.jpg;0;7,765426e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2440.jpg;0;5,401105e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2442.jpg;0;7,414661e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2488.jpg;0;5,457412e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat26.jpg;0;8,150693e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2628.jpg;0;6,219143e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2666.jpg;0;7,170771e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2745.jpg;0;8,831077e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2753.jpg;0;7,033056e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2777.jpg;0;7,153851e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2787.jpg;0;6,390965e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2794.jpg;0;6,481068e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2810.jpg;0;7,369358e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2934.jpg;0;6,534436e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2964.jpg;0;5,421093e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2968.jpg;0;6,582916e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3093.jpg;0;5,459065e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3112.jpg;0;5,078219e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3114.jpg;0;5,391384e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3123.jpg;0;7,368409e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3149.jpg;0;7,533790e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3165.jpg;0;9,088638e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat319.jpg;0;5,088283e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3218.jpg;0;5,325764e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3288.jpg;0;5,815417e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3314.jpg;0;5,330000e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3325.jpg;0;5,782565e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3331.jpg;0;7,163263e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3347.jpg;0;8,473524e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3357.jpg;0;5,756595e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3414.jpg;0;6,938143e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3415.jpg;0;5,006570e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3421.jpg;0;5,349686e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3473.jpg;0;5,115260e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3503.jpg;0;7,328315e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat351.jpg;0;7,251846e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3526.jpg;0;9,505903e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3527.jpg;0;7,655808e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3536.jpg;0;5,124816e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3540.jpg;0;7,217492e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3559.jpg;0;5,916137e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3614.jpg;0;7,757655e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3668.jpg;0;6,646842e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3715.jpg;0;7,111794e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3746.jpg;0;5,307254e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3764.jpg;0;5,640984e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3798.jpg;0;5,454360e-01;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3863.jpg;0;6,878984e-01;0,5;1
