V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;filepath;actual_class;model
0,17550361;0,010937253;0,4627858;0,09912280;0,053258389;0,06251518;0,060957588;0,008701040;0,06243594;0,003782347;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0001.png; 1;ResNet50
0,19318700;0,010759095;0,4629358;0,07947741;0,079740301;0,04237951;0,063958950;0,007251479;0,05778508;0,002525339;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0002.png; 1;ResNet50
0,19323651;0,010061607;0,4667455;0,06931046;0,083135955;0,03927512;0,062066965;0,007853454;0,06555761;0,002756768;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0003.png; 1;ResNet50
0,09605803;0,010866503;0,3655156;0,22994867;0,053597819;0,14153421;0,032194115;0,013947120;0,05229248;0,004045399;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0004.png; 1;ResNet50
0,16918311;0,009157941;0,4787860;0,07847535;0,089428343;0,04862968;0,063250408;0,006572699;0,05426780;0,002248608;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0005.png; 1;ResNet50
0,20289098;0,010672291;0,4617405;0,07494611;0,075258151;0,03906006;0,062083077;0,007339046;0,06345190;0,002557850;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0006.png; 1;ResNet50
0,18930748;0,010129455;0,4533300;0,08124401;0,082053758;0,04647176;0,062786989;0,007421926;0,06430725;0,002947391;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0007.png; 1;ResNet50
0,20280758;0,012924558;0,4324526;0,07876822;0,081000224;0,04293199;0,069189131;0,009493760;0,06713332;0,003298647;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0008.png; 1;ResNet50
0,22166425;0,009249138;0,4647267;0,06606645;0,063799478;0,03531191;0,051838510;0,007115592;0,07768723;0,002540709;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0009.png; 1;ResNet50
0,19709575;0,009869358;0,4702939;0,07315967;0,077275656;0,03968535;0,060665555;0,006874380;0,06262795;0,002452489;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0010.png; 1;ResNet50
0,19035849;0,011600596;0,4629972;0,07982771;0,074395180;0,04322444;0,063838862;0,008581200;0,06253295;0,002643318;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0011.png; 1;ResNet50
0,21063811;0,010001207;0,4677308;0,07014619;0,068090059;0,03673840;0,056385405;0,007081759;0,07065332;0,002534732;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0012.png; 1;ResNet50
0,22778855;0,010933592;0,4410207;0,06625126;0,070828058;0,03523348;0,059161637;0,008330965;0,07756744;0,002884381;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0013.png; 1;ResNet50
0,21756856;0,010480778;0,4551338;0,07148042;0,066211522;0,03717977;0,056258310;0,007454636;0,07548217;0,002750123;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0014.png; 1;ResNet50
0,21510115;0,009547770;0,4535276;0,07114442;0,073890008;0,03836616;0,058478512;0,007051199;0,07022103;0,002672067;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0015.png; 1;ResNet50
