files;actual_class;predicted_class
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0001.png; 1; 4
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0002.png; 1; 3
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0003.png; 1; 5
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0004.png; 1; 6
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0005.png; 1; 4
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0006.png; 1;10
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0007.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0008.png; 1; 4
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0009.png; 1; 3
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0011.png; 1; 6
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0012.png; 1;10
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0013.png; 1; 6
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0016.png; 1; 4
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0018.png; 1; 3
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0021.png; 1; 6
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0022.png; 1; 4
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0023.png; 1; 6
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0024.png; 1; 6
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0026.png; 1; 3
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0029.png; 1; 3
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0030.png; 1; 5
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0031.png; 1; 3
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0032.png; 1; 4
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0035.png; 1; 6
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0036.png; 1; 2
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0039.png; 1;10
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0041.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0043.png; 1; 3
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0044.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0046.png; 1; 3
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0048.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0050.png; 1; 4
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0051.png; 1; 3
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0052.png; 1; 3
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0053.png; 1;10
