V1;V2;filepath
1,000000e+00;4,987942e-11;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1.jpg
9,994867e-01;5,133142e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat10.jpg
1,000000e+00;3,931872e-08;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat100.jpg
9,999936e-01;6,492381e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1000.jpg
3,451735e-01;6,548265e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1001.jpg
9,945439e-01;5,456021e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1002.jpg
9,999989e-01;1,086689e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1003.jpg
1,000000e+00;1,878766e-08;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1004.jpg
9,999986e-01;1,394190e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1005.jpg
3,237037e-03;9,967630e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1006.jpg
1,000000e+00;4,274772e-10;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1007.jpg
6,590209e-03;9,934098e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1008.jpg
1,000000e+00;2,787863e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1009.jpg
9,999998e-01;2,168138e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat101.jpg
9,990791e-01;9,208398e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1010.jpg
1,000000e+00;1,321806e-08;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1011.jpg
9,928077e-01;7,192225e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1012.jpg
9,999896e-01;1,032967e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1013.jpg
9,756296e-01;2,437041e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1014.jpg
9,999945e-01;5,450505e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1015.jpg
1,000000e+00;9,852916e-11;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1016.jpg
9,999985e-01;1,604995e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1017.jpg
9,992574e-01;7,425740e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1018.jpg
9,997239e-01;2,761379e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1019.jpg
9,999973e-01;2,720883e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat102.jpg
5,796511e-01;4,203489e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1020.jpg
9,999329e-01;6,709647e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1021.jpg
1,000000e+00;1,970059e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1022.jpg
9,079943e-01;9,200565e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1023.jpg
4,253143e-02;9,574686e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1024.jpg
1,000000e+00;5,609675e-08;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1025.jpg
9,295361e-01;7,046389e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1026.jpg
9,999998e-01;1,867512e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1027.jpg
9,998726e-01;1,274080e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1028.jpg
9,994953e-01;5,047544e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1029.jpg
1,000000e+00;4,876138e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat103.jpg
1,000000e+00;1,865888e-08;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1030.jpg
9,997707e-01;2,293258e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1031.jpg
3,584225e-02;9,641577e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1032.jpg
6,507507e-01;3,492493e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1033.jpg
1,000000e+00;6,973807e-12;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1034.jpg
9,063793e-01;9,362061e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1035.jpg
1,000000e+00;1,584658e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1036.jpg
9,999993e-01;6,850089e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1037.jpg
9,102063e-01;8,979370e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1038.jpg
1,000000e+00;1,096442e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1039.jpg
9,948355e-01;5,164501e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat104.jpg
9,999995e-01;4,411987e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1040.jpg
9,999973e-01;2,753988e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1041.jpg
3,068713e-02;9,693128e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1042.jpg
9,975803e-01;2,419664e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1043.jpg
2,040500e-01;7,959499e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1044.jpg
1,000000e+00;2,607656e-12;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1045.jpg
9,999992e-01;8,120628e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1046.jpg
1,000000e+00;2,007012e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1047.jpg
1,000000e+00;1,468428e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1048.jpg
9,999653e-01;3,473889e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1049.jpg
1,000000e+00;1,621378e-11;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat105.jpg
6,582908e-02;9,341709e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1050.jpg
2,400008e-01;7,599992e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1051.jpg
8,387417e-01;1,612583e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1052.jpg
9,999260e-01;7,402314e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1053.jpg
1,000000e+00;4,236461e-10;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1054.jpg
9,999999e-01;6,496050e-08;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1055.jpg
9,998178e-01;1,822103e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1056.jpg
1,000000e+00;9,375852e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1057.jpg
1,000000e+00;9,082842e-10;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1058.jpg
1,000000e+00;2,517597e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1059.jpg
1,000000e+00;5,606040e-11;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat106.jpg
1,000000e+00;2,190298e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1060.jpg
1,000000e+00;1,404563e-10;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1061.jpg
1,000000e+00;4,785603e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1062.jpg
1,000000e+00;5,480406e-08;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1063.jpg
9,999990e-01;9,134533e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1064.jpg
1,000000e+00;3,664615e-11;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1065.jpg
9,999987e-01;1,368616e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1066.jpg
9,060320e-07;9,999990e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1067.jpg
9,928468e-01;7,153260e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1068.jpg
1,000000e+00;2,856437e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1069.jpg
9,999999e-01;1,527297e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat107.jpg
1,000000e+00;1,069862e-11;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1070.jpg
9,999958e-01;4,158733e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1071.jpg
1,000000e+00;2,919895e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1072.jpg
3,281589e-05;9,999672e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1073.jpg
9,999326e-01;6,734391e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1074.jpg
9,302841e-01;6,971586e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1075.jpg
9,998646e-01;1,353719e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1076.jpg
9,999989e-01;1,039942e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1077.jpg
1,000000e+00;3,257611e-11;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1078.jpg
5,076746e-01;4,923254e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1079.jpg
9,999964e-01;3,594821e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat108.jpg
3,438208e-01;6,561791e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1080.jpg
1,000000e+00;4,156472e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1081.jpg
9,984818e-01;1,518258e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1082.jpg
9,999942e-01;5,826639e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1083.jpg
9,999999e-01;1,167986e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1084.jpg
9,999979e-01;2,102578e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1085.jpg
1,000000e+00;3,004566e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1086.jpg
1,000000e+00;5,437075e-11;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1087.jpg
6,731944e-04;9,993268e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1088.jpg
9,999996e-01;4,037617e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1089.jpg
