V1;V2;filepath;actual_class;model
1,000000e+00;1,444906e-10;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1.jpg;0;MobileNet_V2
9,999999e-01;1,199048e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat10.jpg;0;MobileNet_V2
1,000000e+00;1,231911e-12;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat100.jpg;0;MobileNet_V2
1,000000e+00;2,094152e-12;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1000.jpg;0;MobileNet_V2
9,999996e-01;4,092690e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1001.jpg;0;MobileNet_V2
9,999994e-01;6,440484e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1002.jpg;0;MobileNet_V2
1,000000e+00;1,009958e-12;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1003.jpg;0;MobileNet_V2
1,000000e+00;3,489784e-15;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1004.jpg;0;MobileNet_V2
1,000000e+00;7,374987e-12;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1005.jpg;0;MobileNet_V2
1,000000e+00;8,183162e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1006.jpg;0;MobileNet_V2
1,000000e+00;4,431928e-14;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1007.jpg;0;MobileNet_V2
1,000000e+00;3,115104e-12;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1008.jpg;0;MobileNet_V2
1,000000e+00;5,749208e-14;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1009.jpg;0;MobileNet_V2
1,000000e+00;1,658717e-11;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat101.jpg;0;MobileNet_V2
9,999998e-01;1,940093e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1010.jpg;0;MobileNet_V2
1,000000e+00;5,468500e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1011.jpg;0;MobileNet_V2
1,000000e+00;9,590489e-13;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1012.jpg;0;MobileNet_V2
9,999998e-01;2,238022e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1013.jpg;0;MobileNet_V2
9,999865e-01;1,350351e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1014.jpg;0;MobileNet_V2
1,000000e+00;8,200576e-11;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1015.jpg;0;MobileNet_V2
1,000000e+00;7,633588e-12;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1016.jpg;0;MobileNet_V2
1,000000e+00;6,011267e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1017.jpg;0;MobileNet_V2
9,906658e-01;9,334268e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1018.jpg;0;MobileNet_V2
1,000000e+00;1,448249e-12;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1019.jpg;0;MobileNet_V2
1,000000e+00;1,470193e-10;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat102.jpg;0;MobileNet_V2
1,000000e+00;7,632952e-11;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1020.jpg;0;MobileNet_V2
1,000000e+00;6,630956e-10;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1021.jpg;0;MobileNet_V2
9,986328e-01;1,367092e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1022.jpg;0;MobileNet_V2
9,999999e-01;1,309881e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1023.jpg;0;MobileNet_V2
9,999999e-01;1,457756e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1024.jpg;0;MobileNet_V2
1,000000e+00;1,656068e-11;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1025.jpg;0;MobileNet_V2
9,990426e-01;9,573874e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1026.jpg;0;MobileNet_V2
1,000000e+00;4,222142e-10;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1027.jpg;0;MobileNet_V2
9,999872e-01;1,279625e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1028.jpg;0;MobileNet_V2
1,000000e+00;1,174218e-11;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1029.jpg;0;MobileNet_V2
9,991756e-01;8,243875e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat103.jpg;0;MobileNet_V2
1,000000e+00;5,282642e-12;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1030.jpg;0;MobileNet_V2
9,999999e-01;6,311061e-08;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1031.jpg;0;MobileNet_V2
9,999998e-01;1,862162e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1032.jpg;0;MobileNet_V2
9,999934e-01;6,546671e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1033.jpg;0;MobileNet_V2
1,000000e+00;6,386145e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1034.jpg;0;MobileNet_V2
1,000000e+00;2,821597e-13;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1035.jpg;0;MobileNet_V2
9,999852e-01;1,480025e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1036.jpg;0;MobileNet_V2
1,000000e+00;7,192636e-13;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1037.jpg;0;MobileNet_V2
1,000000e+00;5,694952e-11;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1038.jpg;0;MobileNet_V2
1,000000e+00;1,693071e-12;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1039.jpg;0;MobileNet_V2
9,999999e-01;7,149023e-08;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat104.jpg;0;MobileNet_V2
1,000000e+00;1,530885e-12;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1040.jpg;0;MobileNet_V2
1,000000e+00;2,477768e-08;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1041.jpg;0;MobileNet_V2
1,000000e+00;4,824363e-08;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1042.jpg;0;MobileNet_V2
1,000000e+00;2,516195e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1043.jpg;0;MobileNet_V2
1,000000e+00;5,439913e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1044.jpg;0;MobileNet_V2
1,000000e+00;1,347626e-13;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1045.jpg;0;MobileNet_V2
1,000000e+00;7,655566e-11;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1046.jpg;0;MobileNet_V2
1,000000e+00;1,299552e-13;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1047.jpg;0;MobileNet_V2
1,000000e+00;8,621711e-11;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1048.jpg;0;MobileNet_V2
1,000000e+00;8,370782e-13;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1049.jpg;0;MobileNet_V2
1,000000e+00;1,804831e-12;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat105.jpg;0;MobileNet_V2
9,999989e-01;1,026001e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1050.jpg;0;MobileNet_V2
1,000000e+00;2,357080e-12;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1051.jpg;0;MobileNet_V2
1,000000e+00;9,140801e-14;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1052.jpg;0;MobileNet_V2
1,000000e+00;5,151874e-11;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1053.jpg;0;MobileNet_V2
1,000000e+00;9,424139e-12;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1054.jpg;0;MobileNet_V2
1,000000e+00;3,734731e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1055.jpg;0;MobileNet_V2
9,853526e-01;1,464747e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1056.jpg;0;MobileNet_V2
1,000000e+00;6,737396e-10;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1057.jpg;0;MobileNet_V2
1,000000e+00;1,039693e-10;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1058.jpg;0;MobileNet_V2
1,000000e+00;1,152688e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1059.jpg;0;MobileNet_V2
1,000000e+00;2,979665e-10;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat106.jpg;0;MobileNet_V2
1,000000e+00;1,815135e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1060.jpg;0;MobileNet_V2
9,999999e-01;1,229348e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1061.jpg;0;MobileNet_V2
1,000000e+00;1,079624e-11;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1062.jpg;0;MobileNet_V2
1,000000e+00;6,028418e-10;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1063.jpg;0;MobileNet_V2
1,000000e+00;1,412376e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1064.jpg;0;MobileNet_V2
1,000000e+00;2,416505e-11;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1065.jpg;0;MobileNet_V2
1,000000e+00;6,027499e-10;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1066.jpg;0;MobileNet_V2
1,000000e+00;5,592880e-08;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1067.jpg;0;MobileNet_V2
1,000000e+00;2,753891e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1068.jpg;0;MobileNet_V2
1,000000e+00;4,292282e-13;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1069.jpg;0;MobileNet_V2
1,000000e+00;3,792844e-08;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat107.jpg;0;MobileNet_V2
9,999999e-01;8,271434e-08;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1070.jpg;0;MobileNet_V2
1,000000e+00;1,168283e-11;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1071.jpg;0;MobileNet_V2
1,000000e+00;4,208540e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1072.jpg;0;MobileNet_V2
9,999990e-01;9,508373e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1073.jpg;0;MobileNet_V2
1,000000e+00;2,268542e-08;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1074.jpg;0;MobileNet_V2
1,000000e+00;1,786782e-10;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1075.jpg;0;MobileNet_V2
1,000000e+00;1,851381e-12;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1076.jpg;0;MobileNet_V2
9,999768e-01;2,325731e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1077.jpg;0;MobileNet_V2
1,000000e+00;5,378838e-11;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1078.jpg;0;MobileNet_V2
1,000000e+00;3,547260e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1079.jpg;0;MobileNet_V2
1,000000e+00;2,592356e-13;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat108.jpg;0;MobileNet_V2
1,000000e+00;9,564198e-10;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1080.jpg;0;MobileNet_V2
1,000000e+00;2,114537e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1081.jpg;0;MobileNet_V2
1,000000e+00;2,171000e-12;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1082.jpg;0;MobileNet_V2
1,000000e+00;1,998828e-10;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1083.jpg;0;MobileNet_V2
1,000000e+00;7,748933e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1084.jpg;0;MobileNet_V2
1,000000e+00;9,133361e-10;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1085.jpg;0;MobileNet_V2
1,000000e+00;3,108473e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1086.jpg;0;MobileNet_V2
9,999995e-01;4,233000e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1087.jpg;0;MobileNet_V2
1,000000e+00;2,307943e-12;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1088.jpg;0;MobileNet_V2
1,000000e+00;1,468696e-11;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1089.jpg;0;MobileNet_V2
1,000000e+00;1,110866e-12;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat109.jpg;0;MobileNet_V2
1,000000e+00;1,121722e-13;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1090.jpg;0;MobileNet_V2
1,000000e+00;2,746988e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1091.jpg;0;MobileNet_V2
1,000000e+00;3,368557e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1092.jpg;0;MobileNet_V2
1,000000e+00;3,174076e-10;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1093.jpg;0;MobileNet_V2
1,000000e+00;2,889180e-10;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1094.jpg;0;MobileNet_V2
1,000000e+00;6,934277e-13;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1095.jpg;0;MobileNet_V2
1,000000e+00;9,232428e-13;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1096.jpg;0;MobileNet_V2
1,000000e+00;5,781863e-12;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1097.jpg;0;MobileNet_V2
1,000000e+00;2,163422e-10;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1098.jpg;0;MobileNet_V2
1,000000e+00;1,776205e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1099.jpg;0;MobileNet_V2
1,000000e+00;4,460392e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat11.jpg;0;MobileNet_V2
1,000000e+00;1,412632e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat110.jpg;0;MobileNet_V2
9,999999e-01;1,626086e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1100.jpg;0;MobileNet_V2
9,999886e-01;1,140779e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1101.jpg;0;MobileNet_V2
1,000000e+00;6,435190e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1102.jpg;0;MobileNet_V2
1,000000e+00;1,308204e-12;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1103.jpg;0;MobileNet_V2
9,999976e-01;2,356267e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1104.jpg;0;MobileNet_V2
1,000000e+00;8,922473e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1105.jpg;0;MobileNet_V2
1,000000e+00;3,252012e-11;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1106.jpg;0;MobileNet_V2
1,000000e+00;1,383366e-12;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1107.jpg;0;MobileNet_V2
1,000000e+00;1,238299e-12;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1108.jpg;0;MobileNet_V2
1,000000e+00;1,340926e-10;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1109.jpg;0;MobileNet_V2
9,999588e-01;4,122368e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat111.jpg;0;MobileNet_V2
9,999999e-01;8,883098e-08;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1110.jpg;0;MobileNet_V2
1,000000e+00;3,737733e-08;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1111.jpg;0;MobileNet_V2
1,000000e+00;3,093038e-08;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1112.jpg;0;MobileNet_V2
1,000000e+00;6,415075e-14;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1113.jpg;0;MobileNet_V2
1,000000e+00;1,167287e-15;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1114.jpg;0;MobileNet_V2
1,000000e+00;1,613466e-10;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1115.jpg;0;MobileNet_V2
1,000000e+00;5,878835e-11;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1116.jpg;0;MobileNet_V2
1,000000e+00;1,848241e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1117.jpg;0;MobileNet_V2
1,000000e+00;9,878993e-12;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1118.jpg;0;MobileNet_V2
1,000000e+00;8,470674e-11;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1119.jpg;0;MobileNet_V2
1,000000e+00;4,715139e-13;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat112.jpg;0;MobileNet_V2
1,000000e+00;4,791809e-11;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1120.jpg;0;MobileNet_V2
1,000000e+00;1,145849e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1121.jpg;0;MobileNet_V2
