files;actual_class;predicted;cutoff;predicted_class
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1.jpg;0;1,444906e-10;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat10.jpg;0;1,199048e-07;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat100.jpg;0;1,231911e-12;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1000.jpg;0;2,094152e-12;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1001.jpg;0;4,092690e-07;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1002.jpg;0;6,440484e-07;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1003.jpg;0;1,009958e-12;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1004.jpg;0;3,489784e-15;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1005.jpg;0;7,374987e-12;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1006.jpg;0;8,183162e-09;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1007.jpg;0;4,431928e-14;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1008.jpg;0;3,115104e-12;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1009.jpg;0;5,749208e-14;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat101.jpg;0;1,658717e-11;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1010.jpg;0;1,940093e-07;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1011.jpg;0;5,468500e-09;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1012.jpg;0;9,590489e-13;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1013.jpg;0;2,238022e-07;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1014.jpg;0;1,350351e-05;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1015.jpg;0;8,200576e-11;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1016.jpg;0;7,633588e-12;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1017.jpg;0;6,011267e-09;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1018.jpg;0;9,334268e-03;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1019.jpg;0;1,448249e-12;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat102.jpg;0;1,470193e-10;0,5;0
