V1;V2;filepath
1,131441e-01;8,868560e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1.jpg
2,943003e-01;7,056996e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat10.jpg
9,999897e-01;1,024885e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat100.jpg
9,997054e-01;2,945895e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1000.jpg
7,350186e-01;2,649814e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1001.jpg
9,998249e-01;1,751223e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1002.jpg
9,998081e-01;1,918411e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1003.jpg
9,999820e-01;1,802631e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1004.jpg
9,998859e-01;1,140826e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1005.jpg
9,332610e-01;6,673905e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1006.jpg
1,000000e+00;3,329699e-13;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1007.jpg
7,620631e-01;2,379368e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1008.jpg
5,752308e-01;4,247692e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1009.jpg
9,999999e-01;1,174075e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat101.jpg
9,997826e-01;2,173997e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1010.jpg
9,999975e-01;2,495059e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1011.jpg
4,476450e-01;5,523551e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1012.jpg
9,999815e-01;1,842011e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1013.jpg
8,957325e-04;9,991042e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1014.jpg
9,997416e-01;2,584220e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1015.jpg
9,997762e-01;2,237687e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1016.jpg
9,233514e-01;7,664857e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1017.jpg
4,700888e-01;5,299113e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1018.jpg
6,594181e-02;9,340581e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1019.jpg
9,998649e-01;1,350335e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat102.jpg
9,987092e-01;1,290840e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1020.jpg
9,999593e-01;4,065912e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1021.jpg
9,993457e-01;6,543117e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1022.jpg
9,999982e-01;1,732610e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1023.jpg
9,974207e-01;2,579321e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1024.jpg
1,000000e+00;3,076078e-11;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1025.jpg
3,130516e-01;6,869484e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1026.jpg
8,779612e-01;1,220388e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1027.jpg
1,703739e-01;8,296261e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1028.jpg
1,000000e+00;2,691680e-08;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1029.jpg
9,938965e-01;6,103460e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat103.jpg
9,999986e-01;1,376018e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1030.jpg
9,999623e-01;3,768339e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1031.jpg
9,999951e-01;4,935916e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1032.jpg
9,999999e-01;8,236547e-08;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1033.jpg
9,999996e-01;3,710404e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1034.jpg
1,000000e+00;6,044564e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1035.jpg
9,999886e-01;1,138939e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1036.jpg
7,649397e-01;2,350603e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1037.jpg
9,999337e-01;6,625187e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1038.jpg
9,999999e-01;1,087911e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1039.jpg
9,997684e-01;2,315241e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat104.jpg
