files;actual_class;predicted;cutoff;predicted_class
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1.jpg;0;3,320780e-02;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat10.jpg;0;2,259997e-01;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat100.jpg;0;1,045604e-05;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1000.jpg;0;1,167986e-02;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1001.jpg;0;1,728838e-01;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1002.jpg;0;5,890206e-02;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1003.jpg;0;2,293797e-01;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1004.jpg;0;1,905450e-04;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1005.jpg;0;5,034549e-02;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1006.jpg;0;2,661450e-01;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1007.jpg;0;7,560518e-11;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1008.jpg;0;1,760876e-02;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1009.jpg;0;4,355224e-02;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat101.jpg;0;1,826202e-03;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1010.jpg;0;5,137093e-05;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1011.jpg;0;4,646412e-06;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1012.jpg;0;3,681343e-01;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1013.jpg;0;1,229194e-07;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1015.jpg;0;3,365331e-03;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1016.jpg;0;2,573134e-06;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1017.jpg;0;1,452651e-01;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1018.jpg;0;1,069170e-01;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1019.jpg;0;1,398171e-01;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat102.jpg;0;3,279209e-03;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1020.jpg;0;6,399390e-07;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1021.jpg;0;3,586745e-03;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1022.jpg;0;4,570856e-02;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1023.jpg;0;1,107900e-05;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1024.jpg;0;5,220582e-03;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1025.jpg;0;1,621484e-05;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1027.jpg;0;4,695697e-01;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1028.jpg;0;2,014055e-01;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1029.jpg;0;3,665296e-06;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat103.jpg;0;7,609072e-04;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1030.jpg;0;3,529606e-03;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1031.jpg;0;1,496463e-04;0,5;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1032.jpg;0;3,732362e-07;0,5;0
