V1;V2;filepath;actual_class;model
0,7497976422;2,502023e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1.jpg;0;DenseNet121
0,7238926291;2,761074e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat10.jpg;0;DenseNet121
0,9998928308;1,071879e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat100.jpg;0;DenseNet121
0,8952809572;1,047190e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1000.jpg;0;DenseNet121
0,9860062599;1,399371e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1001.jpg;0;DenseNet121
0,9999765158;2,349174e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1002.jpg;0;DenseNet121
0,9995033741;4,965610e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1003.jpg;0;DenseNet121
0,9874101281;1,258985e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1004.jpg;0;DenseNet121
1,0000000000;2,877903e-08;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1005.jpg;0;DenseNet121
0,2710406482;7,289594e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1006.jpg;0;DenseNet121
1,0000000000;3,838084e-10;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1007.jpg;0;DenseNet121
0,9909124374;9,087532e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1008.jpg;0;DenseNet121
0,7930306196;2,069694e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1009.jpg;0;DenseNet121
0,9999164343;8,350734e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat101.jpg;0;DenseNet121
0,9551350474;4,486496e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1010.jpg;0;DenseNet121
0,9997048974;2,951048e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1011.jpg;0;DenseNet121
0,9957605004;4,239511e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1012.jpg;0;DenseNet121
1,0000000000;2,776586e-13;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1013.jpg;0;DenseNet121
0,8946731091;1,053269e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1014.jpg;0;DenseNet121
0,9888343215;1,116572e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1015.jpg;0;DenseNet121
0,9998744726;1,255097e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1016.jpg;0;DenseNet121
0,7106026411;2,893974e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1017.jpg;0;DenseNet121
0,8832616806;1,167383e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1018.jpg;0;DenseNet121
0,5798762441;4,201237e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1019.jpg;0;DenseNet121
0,9986991882;1,300782e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat102.jpg;0;DenseNet121
1,0000000000;5,199101e-10;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1020.jpg;0;DenseNet121
0,9998223186;1,777392e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1021.jpg;0;DenseNet121
0,8393867612;1,606132e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1022.jpg;0;DenseNet121
0,9999568462;4,316387e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1023.jpg;0;DenseNet121
0,9997752309;2,247976e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1024.jpg;0;DenseNet121
0,9985461235;1,453871e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1025.jpg;0;DenseNet121
0,9993427396;6,572880e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1026.jpg;0;DenseNet121
0,8277529478;1,722471e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1027.jpg;0;DenseNet121
0,9898059964;1,019402e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1028.jpg;0;DenseNet121
0,9999998808;1,269957e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1029.jpg;0;DenseNet121
0,9640650749;3,593489e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat103.jpg;0;DenseNet121
0,9999450445;5,491696e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1030.jpg;0;DenseNet121
0,9995059967;4,940230e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1031.jpg;0;DenseNet121
0,9999997616;1,813466e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1032.jpg;0;DenseNet121
0,9999996424;3,220469e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1033.jpg;0;DenseNet121
1,0000000000;1,244895e-08;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1034.jpg;0;DenseNet121
1,0000000000;3,188203e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1035.jpg;0;DenseNet121
0,8006990552;1,993009e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1036.jpg;0;DenseNet121
0,9990963936;9,036043e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1037.jpg;0;DenseNet121
0,9994667172;5,332825e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1038.jpg;0;DenseNet121
0,9998564720;1,434635e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1039.jpg;0;DenseNet121
0,9944175482;5,582413e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat104.jpg;0;DenseNet121
0,9999994040;6,353757e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1040.jpg;0;DenseNet121
1,0000000000;3,097259e-08;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1041.jpg;0;DenseNet121
0,3315928280;6,684072e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1042.jpg;0;DenseNet121
0,9663189650;3,368109e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1043.jpg;0;DenseNet121
0,9614030719;3,859699e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1044.jpg;0;DenseNet121
0,9950273633;4,972658e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1045.jpg;0;DenseNet121
0,9921721220;7,827811e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1046.jpg;0;DenseNet121
0,9952369928;4,762926e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1047.jpg;0;DenseNet121
0,8070164323;1,929836e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1048.jpg;0;DenseNet121
0,9988441467;1,155877e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1049.jpg;0;DenseNet121
0,9999568462;4,309859e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat105.jpg;0;DenseNet121
1,0000000000;1,052007e-10;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1050.jpg;0;DenseNet121
0,9999992847;7,514258e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1051.jpg;0;DenseNet121
0,9054464102;9,455352e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1052.jpg;0;DenseNet121
1,0000000000;1,429627e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1053.jpg;0;DenseNet121
1,0000000000;6,352509e-12;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1054.jpg;0;DenseNet121
0,8633267879;1,366732e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1055.jpg;0;DenseNet121
0,9819135070;1,808646e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1056.jpg;0;DenseNet121
0,9005879760;9,941201e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1057.jpg;0;DenseNet121
0,9997891784;2,108579e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1058.jpg;0;DenseNet121
0,9938467145;6,153252e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1059.jpg;0;DenseNet121
0,9552284479;4,477155e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat106.jpg;0;DenseNet121
0,9975323677;2,467580e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1060.jpg;0;DenseNet121
