V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;filepath;actual_class;model
5,799656e-02;3,268890e-03;9,195368e-01;1,722715e-04;8,222914e-10;1,653892e-02;2,067828e-03;7,542227e-11;6,974058e-05;3,488923e-04;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0001.png; 1;NASNetMobile
3,864796e-02;1,890356e-03;7,863006e-01;7,522065e-03;2,656426e-06;7,071710e-02;6,900334e-04;4,936359e-07;8,901364e-02;5,215075e-03;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0002.png; 1;NASNetMobile
3,073444e-02;4,167353e-02;5,454708e-01;3,053449e-02;5,641378e-03;3,797441e-03;5,806146e-03;6,689181e-04;1,791949e-01;1,564780e-01;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0003.png; 1;NASNetMobile
1,286493e-05;9,977362e-01;6,304298e-06;1,644017e-05;6,969991e-11;1,194026e-05;2,971348e-05;7,642486e-12;5,230164e-07;2,186013e-03;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0004.png; 1;NASNetMobile
2,494965e-02;5,474699e-05;9,539591e-01;2,609049e-03;6,512490e-06;1,116381e-02;1,663063e-03;6,323656e-07;5,530248e-03;6,307010e-05;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0005.png; 1;NASNetMobile
1,211294e-01;4,207913e-03;7,509570e-01;1,894898e-03;6,738804e-07;6,801540e-02;6,570135e-04;3,848125e-08;4,893649e-02;4,201271e-03;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0006.png; 1;NASNetMobile
8,494388e-02;1,062002e-02;9,039289e-01;2,766608e-06;2,208512e-12;9,767521e-05;2,729622e-05;2,303005e-14;9,394421e-06;3,698679e-04;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0007.png; 1;NASNetMobile
1,135005e-01;9,211468e-02;4,072444e-01;7,495479e-02;3,755213e-04;2,125704e-01;6,081187e-02;4,281948e-04;1,017370e-02;2,782597e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0008.png; 1;NASNetMobile
2,322527e-03;1,252748e-06;6,904878e-02;1,432203e-04;6,719665e-07;1,435637e-05;2,594461e-06;1,125556e-09;9,284484e-01;1,830508e-05;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0009.png; 1;NASNetMobile
1,648156e-02;3,257645e-03;2,655465e-02;7,405727e-03;8,238717e-05;2,106341e-03;1,786432e-03;2,136428e-05;8,364399e-01;1,058640e-01;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0010.png; 1;NASNetMobile
6,447791e-02;1,736575e-02;6,567710e-01;5,792588e-03;3,258265e-06;2,820716e-02;6,361127e-03;3,887863e-07;1,675850e-01;5,343580e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0011.png; 1;NASNetMobile
7,412609e-02;3,041863e-04;8,810620e-01;1,237580e-05;3,386487e-11;5,505531e-05;5,165853e-06;4,577396e-13;4,409730e-02;3,378844e-04;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0012.png; 1;NASNetMobile
3,278911e-02;3,834723e-03;4,671530e-02;2,795711e-02;3,381975e-05;1,126884e-01;9,972605e-03;9,033620e-05;4,531595e-01;3,127591e-01;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0013.png; 1;NASNetMobile
3,888225e-02;3,720289e-04;4,985023e-01;2,680904e-03;6,454898e-06;5,752675e-03;2,783371e-04;1,190136e-07;4,529215e-01;6,035339e-04;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0014.png; 1;NASNetMobile
1,029231e-04;9,636781e-01;1,596396e-05;2,915877e-05;1,113419e-09;1,605519e-05;1,764387e-05;3,628252e-10;1,492362e-04;3,599092e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0015.png; 1;NASNetMobile
2,762009e-02;1,098373e-03;3,647776e-02;1,835995e-03;9,740451e-07;1,106930e-02;3,733361e-04;4,342994e-08;8,729188e-01;4,860540e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0016.png; 1;NASNetMobile
4,516975e-02;5,253053e-01;5,690812e-02;2,564238e-03;5,535572e-06;6,315896e-03;2,133423e-03;5,955525e-07;2,996416e-01;6,195565e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0017.png; 1;NASNetMobile
2,964729e-02;8,827670e-01;3,947784e-02;2,559832e-03;2,673296e-06;1,029932e-02;5,900792e-03;3,396962e-07;7,567935e-03;2,177708e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0018.png; 1;NASNetMobile
2,670827e-01;1,286456e-02;6,845185e-01;2,771586e-04;1,374579e-06;1,884496e-04;2,918764e-04;5,327121e-09;3,165527e-02;3,120095e-03;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0019.png; 1;NASNetMobile
2,341790e-02;1,502916e-01;2,958599e-03;8,163278e-04;9,107449e-05;1,861584e-04;6,968218e-04;6,403978e-06;2,382347e-01;5,833005e-01;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0020.png; 1;NASNetMobile
4,705091e-04;5,902398e-01;7,139461e-04;2,811791e-03;1,970860e-05;5,823308e-04;3,632708e-04;6,891911e-06;1,544081e-02;3,893510e-01;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0021.png; 1;NASNetMobile
9,605278e-03;3,617724e-06;4,727570e-02;9,587697e-05;8,319554e-10;5,626537e-05;2,023337e-06;4,148243e-12;9,429383e-01;2,296956e-05;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0022.png; 1;NASNetMobile
8,155786e-03;1,579412e-03;3,220327e-01;5,929687e-03;3,548566e-04;6,410307e-01;1,905184e-02;3,490272e-05;1,045192e-04;1,725428e-03;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0023.png; 1;NASNetMobile
2,826430e-01;1,466193e-03;5,666374e-01;3,989753e-02;4,673738e-04;2,467838e-02;1,433360e-02;3,079727e-04;5,057069e-02;1,899780e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0024.png; 1;NASNetMobile
4,320103e-01;1,959391e-03;5,646004e-01;2,401797e-05;3,549477e-09;1,646029e-04;9,643577e-05;5,217632e-11;6,507456e-04;4,940985e-04;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0025.png; 1;NASNetMobile
6,782188e-04;9,032445e-01;8,891305e-02;8,430686e-04;1,307546e-05;1,647416e-04;1,693308e-03;9,119856e-07;2,969776e-03;1,479231e-03;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0026.png; 1;NASNetMobile
1,319664e-01;1,382543e-03;8,649145e-01;5,386934e-05;1,556030e-09;1,036516e-03;6,488693e-05;1,977130e-11;3,248281e-04;2,565645e-04;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0027.png; 1;NASNetMobile
4,172436e-03;7,548301e-03;7,604943e-04;1,889508e-03;6,993165e-06;3,179820e-03;1,029712e-04;1,947947e-06;6,428385e-01;3,394990e-01;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0028.png; 1;NASNetMobile
3,572991e-01;5,242187e-03;4,515505e-01;1,093202e-02;1,670422e-04;8,732630e-03;2,334745e-03;5,908756e-06;1,484737e-01;1,526224e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0029.png; 1;NASNetMobile
4,537612e-02;3,193809e-04;6,421272e-01;6,628075e-03;1,850307e-05;1,661172e-02;5,290778e-04;2,840260e-07;2,869216e-01;1,468017e-03;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0030.png; 1;NASNetMobile
1,564567e-02;7,378714e-02;2,558412e-01;3,672485e-02;2,561156e-04;9,170032e-03;6,922455e-03;3,657111e-05;5,382352e-01;6,338078e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0031.png; 1;NASNetMobile
6,991690e-06;9,993702e-01;7,888477e-06;7,787604e-06;6,203905e-12;4,481429e-06;1,421506e-05;6,381039e-13;6,009134e-08;5,883867e-04;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0032.png; 1;NASNetMobile
1,093224e-01;5,893715e-05;8,646833e-01;9,761552e-04;2,676031e-07;3,808636e-03;1,486070e-04;4,644868e-10;2,059750e-02;4,041860e-04;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0033.png; 1;NASNetMobile
1,014157e-01;1,215736e-02;2,413590e-01;2,424920e-04;1,731359e-08;1,484593e-03;1,195134e-04;1,760393e-10;6,323377e-01;1,088359e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0034.png; 1;NASNetMobile
6,983928e-03;3,498435e-03;3,107072e-02;1,929941e-02;2,489394e-04;6,728843e-02;1,359141e-03;7,862158e-05;8,590629e-01;1,110955e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0035.png; 1;NASNetMobile
2,304628e-02;8,211597e-01;1,468946e-02;1,643621e-03;6,460321e-07;1,760658e-03;7,850650e-04;6,921959e-08;3,827799e-02;9,863646e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0036.png; 1;NASNetMobile
2,090605e-03;3,495407e-05;2,534647e-03;1,152711e-03;1,259436e-06;3,333514e-04;2,651318e-05;2,976709e-07;9,933881e-01;4,375645e-04;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0037.png; 1;NASNetMobile
1,823710e-01;5,485023e-02;2,890078e-01;4,752018e-03;1,919619e-05;1,000397e-02;2,863677e-03;4,114654e-07;3,659856e-01;9,014605e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0038.png; 1;NASNetMobile
3,725681e-05;2,845450e-03;9,924590e-05;4,285634e-04;1,791035e-08;1,507734e-04;4,876059e-07;1,848251e-09;9,617143e-01;3,472389e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0039.png; 1;NASNetMobile
9,272410e-08;9,998249e-01;7,497405e-08;1,655488e-07;9,180831e-15;2,603611e-07;3,363907e-07;7,863054e-17;6,370293e-10;1,741749e-04;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0040.png; 1;NASNetMobile
4,387723e-03;1,746182e-05;1,294925e-02;4,656573e-03;2,012567e-05;9,229656e-04;8,850119e-05;1,396015e-07;9,768046e-01;1,526369e-04;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0041.png; 1;NASNetMobile
9,278281e-02;8,019665e-01;8,752120e-02;3,249070e-04;1,212254e-08;1,550317e-03;8,409809e-04;2,700465e-09;5,123489e-03;9,889727e-03;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0042.png; 1;NASNetMobile
1,577253e-01;1,720740e-01;2,396613e-01;2,684593e-02;1,818922e-04;1,798168e-01;3,966757e-02;1,236094e-05;5,811099e-02;1,259038e-01;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0043.png; 1;NASNetMobile
7,848395e-03;3,456218e-05;9,921141e-01;8,984601e-09;3,898001e-16;1,716992e-06;4,689450e-07;4,538639e-18;2,508569e-07;5,636185e-07;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0044.png; 1;NASNetMobile
6,753114e-03;1,095393e-03;3,580663e-03;6,344299e-04;2,907056e-06;1,983151e-04;1,377015e-04;2,819310e-07;9,511573e-01;3,643987e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0045.png; 1;NASNetMobile
7,292604e-02;1,235579e-01;9,829662e-02;2,676714e-02;1,770257e-04;1,201358e-02;1,869920e-03;1,396370e-05;5,478979e-01;1,164800e-01;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0046.png; 1;NASNetMobile
7,659617e-02;2,346887e-02;8,736586e-02;8,866084e-04;1,317443e-05;8,658719e-04;2,732155e-04;6,581831e-08;7,486209e-01;6,190937e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0047.png; 1;NASNetMobile
1,232505e-03;3,745792e-02;1,457095e-03;2,466225e-03;1,736602e-05;1,787987e-04;7,266482e-05;6,721182e-06;7,953197e-01;1,617911e-01;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0048.png; 1;NASNetMobile
2,019552e-01;5,283515e-01;1,396943e-01;6,891701e-03;1,392068e-05;8,956796e-03;9,194971e-03;9,924281e-07;4,757560e-02;5,736518e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0049.png; 1;NASNetMobile
