V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;filepath;actual_class;model
2,008578e-01;4,963914e-02;2,210459e-01;1,656851e-01;1,953959e-04;1,653365e-01;6,828878e-03;1,868746e-02;1,207875e-01;5,093627e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0001.png; 1;Inception_ResNet_V2
3,227212e-01;6,982639e-02;5,034084e-01;3,307717e-03;1,993694e-04;8,169753e-03;1,651458e-02;3,383829e-03;6,989752e-02;2,571224e-03;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0002.png; 1;Inception_ResNet_V2
8,198922e-01;1,133992e-02;1,175693e-01;2,428911e-03;9,368789e-03;1,758666e-03;2,019546e-02;1,503006e-02;1,840590e-03;5,760671e-04;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0003.png; 1;Inception_ResNet_V2
1,840713e-02;3,154106e-02;2,345459e-03;1,845627e-02;6,015781e-05;8,522828e-01;2,183878e-02;6,039239e-03;6,748287e-03;4,228085e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0004.png; 1;Inception_ResNet_V2
9,099376e-01;9,252736e-04;3,277297e-02;3,779535e-03;3,920074e-03;1,025328e-03;7,704968e-04;4,476211e-03;4,184518e-02;5,473863e-04;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0005.png; 1;Inception_ResNet_V2
8,000230e-01;1,152015e-01;1,271608e-02;1,701465e-03;1,025855e-02;2,066841e-03;2,003690e-03;1,141020e-02;2,563416e-02;1,898441e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0006.png; 1;Inception_ResNet_V2
3,593786e-01;5,026267e-02;3,303607e-03;2,709315e-02;2,084448e-04;5,884061e-03;4,562614e-03;2,690723e-03;2,258261e-01;3,207901e-01;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0007.png; 1;Inception_ResNet_V2
3,633407e-01;1,554405e-01;1,264892e-01;3,155211e-02;6,374104e-03;5,396389e-03;4,037061e-02;5,721903e-03;2,596911e-01;5,623437e-03;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0008.png; 1;Inception_ResNet_V2
3,224455e-01;4,549022e-03;9,823338e-02;1,712537e-02;1,144281e-02;2,226602e-02;2,042575e-02;2,585230e-03;4,956029e-01;5,324121e-03;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0009.png; 1;Inception_ResNet_V2
1,278277e-01;4,563752e-01;6,516413e-02;3,195698e-03;3,784046e-03;1,150638e-02;1,697519e-01;3,925303e-03;1,394223e-01;1,904732e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0010.png; 1;Inception_ResNet_V2
1,554563e-01;6,466700e-03;4,335429e-01;1,132813e-01;1,229661e-02;1,227584e-01;9,605631e-03;1,346223e-01;8,913105e-04;1,107858e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0011.png; 1;Inception_ResNet_V2
2,975740e-02;6,177153e-02;2,941505e-03;1,919925e-02;7,352454e-05;2,293217e-01;9,884589e-03;5,171694e-03;5,863348e-01;5,554396e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0012.png; 1;Inception_ResNet_V2
2,028230e-02;2,162651e-02;6,750458e-01;3,861803e-02;1,163575e-03;1,862143e-01;2,252194e-02;1,361447e-02;7,361136e-03;1,355192e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0013.png; 1;Inception_ResNet_V2
2,068509e-01;6,197011e-03;5,619520e-03;2,541522e-03;4,297385e-04;1,007954e-03;1,132213e-03;4,710280e-04;7,736394e-01;2,110751e-03;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0014.png; 1;Inception_ResNet_V2
8,501861e-01;1,587962e-03;7,916799e-03;1,425795e-02;6,401581e-04;1,120213e-03;6,524632e-04;7,191391e-04;1,083138e-01;1,460536e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0015.png; 1;Inception_ResNet_V2
7,288335e-01;1,548615e-03;6,376994e-02;5,324134e-03;5,292227e-03;1,088705e-03;1,179567e-03;1,015487e-03;1,889183e-01;3,029642e-03;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0016.png; 1;Inception_ResNet_V2
3,874534e-01;1,194544e-01;3,958496e-02;5,401029e-02;8,086582e-03;1,397672e-01;3,564052e-02;8,223579e-02;8,596507e-03;1,251704e-01;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0017.png; 1;Inception_ResNet_V2
3,814510e-01;3,603808e-01;1,239342e-01;5,381122e-03;5,415138e-03;1,068311e-02;8,779090e-03;7,224930e-03;7,979827e-02;1,695238e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0018.png; 1;Inception_ResNet_V2
9,248999e-01;2,064326e-03;5,334678e-03;3,678408e-03;5,797783e-04;1,121323e-03;1,109752e-03;1,031063e-03;5,633962e-02;3,841254e-03;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0019.png; 1;Inception_ResNet_V2
4,501438e-01;7,166996e-03;1,753581e-01;1,369162e-02;7,937388e-02;5,875305e-03;6,012839e-03;1,788234e-03;2,576639e-01;2,925263e-03;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0020.png; 1;Inception_ResNet_V2
8,687119e-01;1,235970e-02;3,309473e-02;8,550218e-03;2,907163e-03;2,031957e-02;2,936321e-03;1,885641e-02;3,095815e-02;1,305821e-03;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0021.png; 1;Inception_ResNet_V2
1,002431e-01;2,256601e-02;1,661258e-01;2,214763e-01;4,090807e-04;1,077359e-01;2,799381e-02;1,471865e-02;7,478714e-02;2,639442e-01;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0022.png; 1;Inception_ResNet_V2
1,379834e-01;4,107589e-01;9,875604e-02;7,512654e-03;9,922671e-03;2,388762e-01;1,950832e-02;5,323273e-02;1,992388e-02;3,525184e-03;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0023.png; 1;Inception_ResNet_V2
