V1;V2;filepath;actual_class;model
8,087599e-01;0,191240147;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1.jpg;0;CNN
4,204915e-01;0,579508483;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat10.jpg;0;CNN
8,963156e-01;0,103684373;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat100.jpg;0;CNN
2,043952e-01;0,795604885;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1000.jpg;0;CNN
1,706649e-01;0,829335034;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1001.jpg;0;CNN
7,959600e-01;0,204039961;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1002.jpg;0;CNN
7,538621e-01;0,246137843;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1003.jpg;0;CNN
1,839234e-01;0,816076577;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1004.jpg;0;CNN
9,308311e-01;0,069168925;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1005.jpg;0;CNN
5,043663e-01;0,495633692;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1006.jpg;0;CNN
9,292523e-01;0,070747696;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1007.jpg;0;CNN
5,306439e-01;0,469356060;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1008.jpg;0;CNN
4,921999e-01;0,507800102;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1009.jpg;0;CNN
7,931047e-01;0,206895292;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat101.jpg;0;CNN
6,614020e-01;0,338597953;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1010.jpg;0;CNN
9,593664e-01;0,040633596;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1011.jpg;0;CNN
6,502455e-01;0,349754542;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1012.jpg;0;CNN
1,959814e-01;0,804018676;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1013.jpg;0;CNN
1,145266e-01;0,885473371;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1014.jpg;0;CNN
9,704280e-01;0,029571939;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1015.jpg;0;CNN
6,424232e-02;0,935757637;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1016.jpg;0;CNN
3,904025e-01;0,609597445;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1017.jpg;0;CNN
5,923044e-01;0,407695651;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1018.jpg;0;CNN
3,468160e-01;0,653184056;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1019.jpg;0;CNN
9,409299e-01;0,059070162;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat102.jpg;0;CNN
