files;actual_class;predicted;cutoff;predicted_class
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1000.jpg;0;0,5703640;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1026.jpg;0;0,7618580;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1042.jpg;0;0,9915549;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1043.jpg;0;0,9759764;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1052.jpg;0;0,6413620;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1056.jpg;0;0,9696617;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1071.jpg;0;0,7703788;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat109.jpg;0;0,5735637;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1102.jpg;0;0,9408453;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1112.jpg;0;0,6752741;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1113.jpg;0;0,5034829;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1121.jpg;0;0,5431335;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1122.jpg;0;0,5430352;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1131.jpg;0;0,9757509;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1137.jpg;0;0,8279531;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1142.jpg;0;0,9130836;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1149.jpg;0;0,8043634;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat115.jpg;0;0,8246110;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1152.jpg;0;0,9490132;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1163.jpg;0;0,7012855;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1198.jpg;0;0,9878022;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1200.jpg;0;0,6692065;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1234.jpg;0;0,5953578;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1246.jpg;0;0,6321560;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1260.jpg;0;0,8810746;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1262.jpg;0;0,8321242;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1273.jpg;0;0,5679802;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1280.jpg;0;0,5637283;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1297.jpg;0;0,6824127;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1311.jpg;0;0,5296994;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1312.jpg;0;0,7593386;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat132.jpg;0;0,6565292;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1321.jpg;0;0,9195210;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1326.jpg;0;0,8622435;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1338.jpg;0;0,9037434;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat134.jpg;0;0,6008786;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1340.jpg;0;0,6788272;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1343.jpg;0;0,6863357;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1345.jpg;0;0,6636217;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1348.jpg;0;0,8988734;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1365.jpg;0;0,5280396;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat137.jpg;0;0,8551254;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1389.jpg;0;0,5118458;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1391.jpg;0;0,8089896;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1394.jpg;0;0,5860006;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1412.jpg;0;0,9058174;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1414.jpg;0;0,7480774;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1427.jpg;0;0,5373467;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1447.jpg;0;0,8257105;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1451.jpg;0;0,7028017;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1453.jpg;0;0,8728321;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat147.jpg;0;0,9759774;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1474.jpg;0;0,5174978;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1486.jpg;0;0,6437823;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1488.jpg;0;0,7444990;0,5;1
