files;actual_class;predicted_class
D:/GitHub/Datasets/Cifar10/train/airplane/0001.png; 1; 2
D:/GitHub/Datasets/Cifar10/train/airplane/0011.png; 1; 6
D:/GitHub/Datasets/Cifar10/train/airplane/0013.png; 1; 3
D:/GitHub/Datasets/Cifar10/train/airplane/0017.png; 1;10
D:/GitHub/Datasets/Cifar10/train/airplane/0026.png; 1; 2
D:/GitHub/Datasets/Cifar10/train/airplane/0030.png; 1; 5
D:/GitHub/Datasets/Cifar10/train/airplane/0035.png; 1; 6
D:/GitHub/Datasets/Cifar10/train/airplane/0036.png; 1;10
D:/GitHub/Datasets/Cifar10/train/airplane/0037.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/0046.png; 1; 5
D:/GitHub/Datasets/Cifar10/train/airplane/0050.png; 1; 6
D:/GitHub/Datasets/Cifar10/train/airplane/0053.png; 1; 2
D:/GitHub/Datasets/Cifar10/train/airplane/0063.png; 1; 3
D:/GitHub/Datasets/Cifar10/train/airplane/0074.png; 1; 8
D:/GitHub/Datasets/Cifar10/train/airplane/0076.png; 1; 6
D:/GitHub/Datasets/Cifar10/train/airplane/0085.png; 1; 5
D:/GitHub/Datasets/Cifar10/train/airplane/0086.png; 1; 5
D:/GitHub/Datasets/Cifar10/train/airplane/0088.png; 1;10
D:/GitHub/Datasets/Cifar10/train/airplane/0089.png; 1;10
D:/GitHub/Datasets/Cifar10/train/airplane/0096.png; 1; 7
D:/GitHub/Datasets/Cifar10/train/airplane/0097.png; 1; 2
D:/GitHub/Datasets/Cifar10/train/airplane/0102.png; 1; 6
D:/GitHub/Datasets/Cifar10/train/airplane/0108.png; 1;10
D:/GitHub/Datasets/Cifar10/train/airplane/0122.png; 1; 8
D:/GitHub/Datasets/Cifar10/train/airplane/0125.png; 1; 6
D:/GitHub/Datasets/Cifar10/train/airplane/0140.png; 1; 5
D:/GitHub/Datasets/Cifar10/train/airplane/0141.png; 1; 4
D:/GitHub/Datasets/Cifar10/train/airplane/0148.png; 1; 2
