V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;filepath;actual_class;model
3,931856e-01;1,226626e-02;1,297952e-01;7,441020e-02;1,536491e-02;3,308536e-02;9,293046e-03;6,928904e-02;2,109424e-01;5,236795e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0001.png; 1;Xception
8,467482e-01;6,121263e-02;3,266293e-02;2,351983e-03;2,305934e-04;3,538651e-03;6,276148e-04;7,239067e-03;2,834152e-02;1,704687e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0002.png; 1;Xception
5,875906e-01;2,982747e-03;3,760403e-01;3,447695e-03;6,919935e-04;3,422375e-03;7,995158e-03;1,230948e-02;3,992990e-03;1,526554e-03;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0003.png; 1;Xception
9,991100e-01;5,553536e-06;5,779624e-04;9,573178e-07;5,991430e-06;1,074470e-06;1,730817e-06;2,207652e-04;6,047432e-07;7,527364e-05;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0004.png; 1;Xception
4,927905e-01;2,615060e-02;1,798479e-02;3,514827e-02;1,402594e-03;1,724103e-02;1,550835e-03;9,289349e-03;3,727754e-01;2,566658e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0005.png; 1;Xception
9,998864e-01;8,357561e-06;4,518800e-05;1,191911e-06;7,841281e-06;1,188747e-06;6,001483e-07;1,433682e-05;1,838563e-07;3,471035e-05;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0006.png; 1;Xception
9,279224e-01;3,521218e-03;2,191371e-02;3,478708e-03;1,043791e-03;1,076341e-03;1,706822e-03;1,677948e-03;2,267222e-02;1,498678e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0007.png; 1;Xception
4,171471e-01;6,596824e-02;2,709451e-02;2,073340e-02;1,105846e-02;8,014897e-03;1,152562e-02;4,947583e-03;4,166813e-01;1,682878e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0008.png; 1;Xception
8,705693e-01;1,209900e-02;3,892006e-02;6,377623e-03;6,285485e-03;3,131453e-03;5,477265e-03;1,816017e-03;4,652075e-02;8,803081e-03;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0009.png; 1;Xception
9,059281e-01;3,164066e-03;4,592153e-02;3,826806e-03;1,716796e-03;7,053158e-04;2,075282e-02;7,405595e-04;1,352852e-02;3,715483e-03;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0010.png; 1;Xception
1,484195e-01;9,665291e-03;1,418398e-01;5,399072e-02;3,116794e-02;1,548417e-01;2,342101e-03;4,416682e-01;5,643354e-03;1,042144e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0011.png; 1;Xception
1,177875e-01;1,951105e-02;1,064933e-02;3,901661e-03;9,277919e-04;7,123406e-04;1,542365e-03;2,966361e-03;8,191109e-01;2,289079e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0012.png; 1;Xception
1,329728e-01;2,257996e-02;7,656547e-02;8,017763e-02;6,838358e-02;6,052814e-02;1,277829e-02;2,354851e-01;1,473931e-01;1,631360e-01;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0013.png; 1;Xception
9,982328e-01;1,358613e-04;6,468872e-04;1,914003e-04;1,041535e-04;6,098537e-05;2,501708e-05;5,185568e-05;3,049402e-04;2,459206e-04;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0014.png; 1;Xception
9,942883e-01;9,250200e-04;2,269102e-03;2,417548e-04;1,127196e-04;5,358792e-05;1,109099e-04;1,029210e-04;1,136825e-03;7,587750e-04;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0015.png; 1;Xception
8,857878e-01;2,912625e-02;1,918949e-02;2,293208e-03;4,997458e-04;8,801404e-04;3,327128e-04;1,579147e-03;3,200956e-02;2,830189e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0016.png; 1;Xception
