V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;filepath;actual_class;model
3,178062e-01;5,690526e-05;2,063137e-02;4,294514e-02;2,963216e-05;2,645355e-03;4,910256e-04;1,338273e-02;5,993652e-01;2,646346e-03;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0001.png; 1;Xception
3,556890e-01;3,866827e-04;5,359367e-01;1,405668e-02;3,194354e-03;4,003299e-02;3,851053e-03;4,225101e-02;4,341025e-03;2,605059e-04;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0002.png; 1;Xception
4,744788e-01;1,624705e-04;1,572673e-01;2,666567e-03;3,232274e-01;5,136695e-04;1,932043e-03;5,141263e-03;3,417146e-02;4,389962e-04;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0003.png; 1;Xception
2,641940e-01;6,604968e-05;4,585763e-03;2,102202e-02;9,766478e-03;8,571006e-02;1,583390e-03;6,122712e-01;2,170393e-04;5,839210e-04;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0004.png; 1;Xception
4,977910e-01;2,090819e-04;2,730451e-01;3,800726e-02;3,402032e-02;1,147346e-01;1,647801e-02;2,169834e-02;3,471256e-03;5,452135e-04;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0005.png; 1;Xception
6,284637e-01;1,683666e-04;1,067171e-04;1,278469e-04;1,639462e-04;4,364626e-07;1,911200e-06;1,694059e-04;3,353304e-01;3,546727e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0006.png; 1;Xception
9,604571e-01;2,115567e-06;9,865162e-05;8,128113e-05;1,202798e-05;7,091386e-07;5,479851e-07;1,925673e-04;3,889983e-02;2,552494e-04;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0007.png; 1;Xception
6,963719e-02;6,057682e-04;8,636745e-02;3,601362e-01;1,627543e-02;1,541649e-01;2,254696e-02;2,866760e-01;2,367262e-03;1,222794e-03;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0008.png; 1;Xception
9,346769e-01;1,898542e-05;4,898371e-02;8,786344e-04;1,209643e-02;1,490344e-04;1,124296e-03;1,519557e-04;1,886395e-03;3,374635e-05;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0009.png; 1;Xception
9,443358e-01;1,685427e-04;3,851190e-03;2,818599e-04;2,652955e-03;1,900140e-05;1,020242e-04;6,947905e-04;4,690430e-02;9,896322e-04;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0010.png; 1;Xception
6,583905e-03;8,507362e-04;2,415401e-01;1,087405e-01;6,309444e-02;4,551312e-01;1,086654e-02;1,088711e-01;2,710667e-03;1,610778e-03;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0011.png; 1;Xception
