files;actual_class;predicted_class
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0001.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0002.png; 1; 3
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0004.png; 1; 8
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0008.png; 1; 4
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0011.png; 1; 6
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0012.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0013.png; 1; 3
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0014.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0017.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0022.png; 1; 8
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0023.png; 1; 3
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0035.png; 1; 6
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0036.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0037.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0040.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0042.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0043.png; 1; 5
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0044.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0051.png; 1; 3
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0059.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0062.png; 1; 8
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0063.png; 1; 3
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0073.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0075.png; 1; 8
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0085.png; 1; 8
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0086.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0087.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0088.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0089.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0095.png; 1; 8
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0097.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0098.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0100.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0102.png; 1; 8
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0108.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0113.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0118.png; 1; 3
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0119.png; 1; 3
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0135.png; 1; 5
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0148.png; 1; 8
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0151.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0152.png; 1; 6
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0154.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0156.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0157.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0160.png; 1; 3
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0161.png; 1; 4
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0163.png; 1; 4
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0169.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0171.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0174.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0180.png; 1; 8
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0181.png; 1; 8
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0191.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0194.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0195.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0196.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0197.png; 1; 6
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0201.png; 1; 8
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0204.png; 1; 9
