V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;filepath;actual_class;model
3,717585e-02;7,416995e-03;1,137608e-02;8,098044e-02;5,132306e-04;8,180666e-01;1,775596e-03;1,480317e-02;1,353222e-03;2,653879e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0001.png; 1;DenseNet201
9,737951e-01;8,282038e-03;7,460793e-03;1,217545e-03;5,820227e-05;6,968013e-03;1,829093e-03;3,465524e-05;3,898489e-05;3,156908e-04;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0002.png; 1;DenseNet201
4,423262e-04;1,346351e-04;6,114945e-03;4,234071e-03;1,178188e-02;6,518113e-02;3,483192e-04;9,115753e-01;1,888299e-05;1,686536e-04;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0003.png; 1;DenseNet201
6,464907e-03;6,658850e-04;1,357475e-05;3,652786e-02;1,278518e-04;9,501815e-01;7,783154e-05;1,591056e-03;4,679959e-06;4,344777e-03;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0004.png; 1;DenseNet201
7,727650e-02;1,225718e-03;8,136187e-02;3,425840e-02;1,710823e-01;5,840675e-01;8,184541e-03;4,028634e-02;1,973625e-03;2,832853e-04;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0005.png; 1;DenseNet201
7,268081e-01;1,222060e-02;1,072385e-02;7,930354e-03;8,538795e-03;1,067450e-02;7,168893e-04;9,660062e-02;2,397848e-03;1,233884e-01;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0006.png; 1;DenseNet201
9,315926e-01;2,544212e-02;1,139114e-04;5,542773e-03;1,961593e-05;3,625887e-03;1,941231e-03;8,780272e-06;1,088647e-03;3,062446e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0007.png; 1;DenseNet201
1,115280e-03;4,507787e-04;2,172049e-03;1,546933e-02;3,427114e-05;9,798590e-01;6,157807e-05;8,308071e-04;2,708924e-06;4,212980e-06;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0008.png; 1;DenseNet201
7,881160e-01;3,097912e-04;5,010464e-02;9,799529e-04;4,801537e-02;7,099566e-02;1,276447e-02;1,154024e-03;2,484821e-02;2,711907e-03;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0009.png; 1;DenseNet201
8,008433e-01;4,184287e-02;1,381817e-02;5,956920e-03;8,492284e-03;3,269594e-02;3,765654e-02;2,214410e-02;8,813087e-03;2,773679e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0010.png; 1;DenseNet201
2,047752e-05;2,836207e-06;3,043551e-03;1,895224e-02;2,354155e-04;1,294556e-01;3,885690e-06;8,409255e-01;7,563105e-06;7,352912e-03;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0011.png; 1;DenseNet201
2,482154e-02;2,960396e-04;1,658187e-02;2,319566e-02;8,613434e-02;7,477164e-01;1,322067e-03;9,154599e-02;6,767347e-03;1,618844e-03;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0012.png; 1;DenseNet201
1,902751e-04;2,871942e-06;5,815475e-03;3,468681e-04;1,013529e-02;2,411150e-01;9,134954e-06;6,925468e-01;6,498697e-04;4,918847e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0013.png; 1;DenseNet201
2,371498e-01;8,391178e-04;4,929800e-02;1,607687e-02;3,507134e-01;2,822227e-01;7,787959e-03;3,120145e-02;2,178730e-02;2,923304e-03;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0014.png; 1;DenseNet201
9,870552e-01;1,186913e-04;2,065284e-04;1,591284e-05;2,056987e-04;1,107734e-03;2,296636e-04;2,774574e-05;3,122948e-04;1,072058e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0015.png; 1;DenseNet201
8,241980e-01;1,073898e-03;6,472082e-02;2,138412e-03;1,978338e-02;3,267249e-02;3,944345e-03;1,174857e-02;2,666977e-02;1,305027e-02;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0016.png; 1;DenseNet201
5,634154e-03;6,456928e-04;3,742628e-03;9,957689e-03;3,795632e-02;9,043363e-01;1,836002e-03;3,002083e-02;3,241325e-03;2,629146e-03;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0017.png; 1;DenseNet201
9,000523e-01;5,537269e-02;1,413881e-02;2,724027e-03;1,747837e-03;6,591249e-03;5,313890e-03;2,137725e-03;1,047753e-02;1,443944e-03;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0018.png; 1;DenseNet201
9,964735e-01;2,413924e-04;2,861100e-04;1,268045e-04;3,441717e-05;6,236208e-04;4,015055e-04;3,418275e-06;1,259304e-04;1,683371e-03;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0019.png; 1;DenseNet201
7,188776e-01;1,327834e-03;1,170825e-02;1,263336e-03;1,187186e-01;8,447070e-02;1,301403e-02;1,222994e-03;4,223824e-02;7,158461e-03;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0020.png; 1;DenseNet201
2,752661e-03;1,870319e-04;1,238064e-03;1,741870e-01;5,067158e-03;7,929285e-01;1,880004e-04;1,930053e-02;1,482682e-03;2,668391e-03;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0021.png; 1;DenseNet201
1,171606e-01;3,894142e-04;1,867793e-01;2,540673e-02;6,056233e-02;5,079573e-02;6,163846e-04;3,408504e-01;7,981876e-02;1,376204e-01;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0022.png; 1;DenseNet201
9,843986e-03;4,610645e-04;2,769362e-03;9,746100e-03;8,089985e-02;8,400934e-01;1,661922e-03;4,993357e-02;2,823844e-03;1,766905e-03;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0023.png; 1;DenseNet201
8,371981e-01;1,551890e-03;8,181788e-03;4,929988e-04;3,784956e-02;9,257601e-02;1,626148e-03;1,163015e-02;3,047210e-03;5,846171e-03;D:\GitHub\Datasets\Cifar10\train\airplane\airplane_0024.png; 1;DenseNet201
