V1;V2;filepath;actual_class;model
8,531728e-01;1,468272e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1.jpg;0;ResNet50
6,127900e-01;3,872100e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat10.jpg;0;ResNet50
9,999974e-01;2,629293e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat100.jpg;0;ResNet50
9,953029e-01;4,697131e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1000.jpg;0;ResNet50
2,456062e-01;7,543938e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1001.jpg;0;ResNet50
9,999397e-01;6,029691e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1002.jpg;0;ResNet50
9,846804e-01;1,531963e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1003.jpg;0;ResNet50
5,786108e-01;4,213892e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1004.jpg;0;ResNet50
6,909502e-01;3,090498e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1005.jpg;0;ResNet50
4,713343e-03;9,952866e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1006.jpg;0;ResNet50
1,000000e+00;2,136167e-13;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1007.jpg;0;ResNet50
1,043733e-01;8,956267e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1008.jpg;0;ResNet50
4,543914e-01;5,456086e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1009.jpg;0;ResNet50
4,431419e-01;5,568581e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat101.jpg;0;ResNet50
8,965628e-01;1,034373e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1010.jpg;0;ResNet50
9,999925e-01;7,552323e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1011.jpg;0;ResNet50
8,192535e-01;1,807465e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1012.jpg;0;ResNet50
9,996853e-01;3,147079e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1013.jpg;0;ResNet50
3,401278e-01;6,598722e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1014.jpg;0;ResNet50
8,514665e-01;1,485334e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1015.jpg;0;ResNet50
1,000000e+00;1,609048e-08;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1016.jpg;0;ResNet50
