files;actual_class;predicted_class
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0012.png; 1;10
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0013.png; 1;10
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0023.png; 1;10
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0029.png; 1; 3
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0052.png; 1; 3
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0053.png; 1;10
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0059.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0061.png; 1; 7
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0065.png; 1; 3
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0074.png; 1; 8
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0076.png; 1; 4
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0079.png; 1; 3
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0091.png; 1; 9
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0095.png; 1; 3
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0098.png; 1;10
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0102.png; 1; 8
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0103.png; 1; 3
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0114.png; 1; 3
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0122.png; 1;10
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0125.png; 1; 5
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0131.png; 1; 5
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0133.png; 1; 3
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0134.png; 1;10
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0139.png; 1; 3
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0140.png; 1; 5
D:/GitHub/Datasets/Cifar10/train/airplane/airplane_0152.png; 1; 3
