files;actual_class;predicted_class
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0003.png; 1;3
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0005.png; 1;3
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0006.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0010.png; 1;3
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0011.png; 1;3
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0012.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0014.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0016.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0018.png; 1;3
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0021.png; 1;3
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0034.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0038.png; 1;3
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0039.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0044.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0045.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0048.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0049.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0053.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0056.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0058.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0061.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0063.png; 1;3
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0073.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0074.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0077.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0080.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0084.png; 1;3
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0085.png; 1;3
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0086.png; 1;3
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0088.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0093.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0094.png; 1;3
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0096.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0098.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0099.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0101.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0103.png; 1;3
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0104.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0105.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0107.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0108.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0109.png; 1;3
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0110.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0114.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0117.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0119.png; 1;3
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0120.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0124.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0125.png; 1;3
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0126.png; 1;3
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0127.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0130.png; 1;3
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0132.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0134.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0135.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0142.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0143.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0144.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0148.png; 1;3
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0149.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0151.png; 1;3
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0152.png; 1;3
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0153.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0154.png; 1;9
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0161.png; 1;3
D:/GitHub/Datasets/Cifar10_2/train/airplane/airplane_0170.png; 1;9
