V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;filepath;actual_class;model
0,18604633;0,06151421;0,1263535;0,09147588;0,06590255;0,07466191;0,07492866;0,08084916;0,14787059;0,09039722;D:\GitHub\Datasets\Cifar10_2\train\airplane\airplane_0001.png; 1;CNN_Hyperparameters_Optimization
0,16502945;0,07106508;0,1438845;0,11324992;0,07016819;0,08548933;0,06932157;0,07176779;0,15275542;0,05726878;D:\GitHub\Datasets\Cifar10_2\train\airplane\airplane_0002.png; 1;CNN_Hyperparameters_Optimization
0,09909078;0,05321281;0,1845684;0,09702096;0,10149832;0,08671422;0,09110539;0,11086632;0,11523550;0,06068727;D:\GitHub\Datasets\Cifar10_2\train\airplane\airplane_0003.png; 1;CNN_Hyperparameters_Optimization
0,21577327;0,06216917;0,1259624;0,11929424;0,05110884;0,07098692;0,06450932;0,08138401;0,13633892;0,07247287;D:\GitHub\Datasets\Cifar10_2\train\airplane\airplane_0004.png; 1;CNN_Hyperparameters_Optimization
0,13907267;0,06520446;0,1746110;0,10612453;0,09411798;0,09361627;0,07772794;0,08025512;0,12475862;0,04451145;D:\GitHub\Datasets\Cifar10_2\train\airplane\airplane_0005.png; 1;CNN_Hyperparameters_Optimization
0,14204428;0,06426509;0,1517090;0,09720227;0,08567326;0,09043553;0,07233784;0,08354240;0,15647912;0,05631125;D:\GitHub\Datasets\Cifar10_2\train\airplane\airplane_0006.png; 1;CNN_Hyperparameters_Optimization
0,19748518;0,06823454;0,1178576;0,09699762;0,05723038;0,06446276;0,07135068;0,08179640;0,16175529;0,08282951;D:\GitHub\Datasets\Cifar10_2\train\airplane\airplane_0007.png; 1;CNN_Hyperparameters_Optimization
0,16988347;0,06782845;0,1466332;0,09461710;0,07242406;0,08245422;0,06648732;0,07652537;0,16239795;0,06074896;D:\GitHub\Datasets\Cifar10_2\train\airplane\airplane_0008.png; 1;CNN_Hyperparameters_Optimization
0,22787933;0,06493478;0,1214392;0,11493038;0,05022031;0,07174949;0,05737967;0,06480190;0,16912457;0,05754031;D:\GitHub\Datasets\Cifar10_2\train\airplane\airplane_0009.png; 1;CNN_Hyperparameters_Optimization
0,13736659;0,06247393;0,1527089;0,08479529;0,07802258;0,07943510;0,07524735;0,10768887;0,14912941;0,07313190;D:\GitHub\Datasets\Cifar10_2\train\airplane\airplane_0010.png; 1;CNN_Hyperparameters_Optimization
0,10528138;0,05446947;0,1963397;0,11444738;0,11180564;0,10885830;0,08964997;0,07734464;0,09747066;0,04433285;D:\GitHub\Datasets\Cifar10_2\train\airplane\airplane_0011.png; 1;CNN_Hyperparameters_Optimization
0,18536009;0,07532118;0,1197120;0,08543073;0,05361088;0,06310435;0,05637918;0,08483784;0,19488299;0,08136074;D:\GitHub\Datasets\Cifar10_2\train\airplane\airplane_0012.png; 1;CNN_Hyperparameters_Optimization
0,19360423;0,06435011;0,1238109;0,09558839;0,05959222;0,06930102;0,06402964;0,08056927;0,18138787;0,06776629;D:\GitHub\Datasets\Cifar10_2\train\airplane\airplane_0013.png; 1;CNN_Hyperparameters_Optimization
0,18588120;0,07190335;0,1184513;0,10319742;0,05172674;0,06338295;0,05985479;0,07551043;0,19713132;0,07296048;D:\GitHub\Datasets\Cifar10_2\train\airplane\airplane_0014.png; 1;CNN_Hyperparameters_Optimization
0,24441160;0,06585095;0,1199294;0,11182668;0,04612879;0,06544793;0,05617860;0,06370656;0,17016460;0,05635493;D:\GitHub\Datasets\Cifar10_2\train\airplane\airplane_0015.png; 1;CNN_Hyperparameters_Optimization
0,18500760;0,06255518;0,1280032;0,10829620;0,06787551;0,07741953;0,06708897;0,05719176;0,19378857;0,05277356;D:\GitHub\Datasets\Cifar10_2\train\airplane\airplane_0016.png; 1;CNN_Hyperparameters_Optimization
0,17546599;0,06671872;0,1263056;0,10812626;0,05920983;0,07057623;0,06690073;0,08868903;0,15545182;0,08255580;D:\GitHub\Datasets\Cifar10_2\train\airplane\airplane_0017.png; 1;CNN_Hyperparameters_Optimization
0,12938842;0,05876099;0,1692900;0,10366482;0,09361452;0,08974037;0,08705022;0,08350898;0,13040887;0,05457290;D:\GitHub\Datasets\Cifar10_2\train\airplane\airplane_0018.png; 1;CNN_Hyperparameters_Optimization
0,21743551;0,06845327;0,1173627;0,10913419;0,05020136;0,06802739;0,05928339;0,07499988;0,17237495;0,06272730;D:\GitHub\Datasets\Cifar10_2\train\airplane\airplane_0019.png; 1;CNN_Hyperparameters_Optimization
0,21981668;0,06539211;0,1220186;0,11153520;0,05885624;0,07420381;0,06244388;0,06665614;0,15960743;0,05946992;D:\GitHub\Datasets\Cifar10_2\train\airplane\airplane_0020.png; 1;CNN_Hyperparameters_Optimization
0,12547316;0,06579832;0,1698032;0,10791589;0,08820464;0,09603450;0,07750292;0,09399265;0,12059901;0,05467562;D:\GitHub\Datasets\Cifar10_2\train\airplane\airplane_0021.png; 1;CNN_Hyperparameters_Optimization
