files;actual_class;predicted;cutoff;predicted_class
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1014.jpg;0;0,92192292;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1038.jpg;0;0,55838662;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1049.jpg;0;0,61893106;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1056.jpg;0;0,68415469;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1132.jpg;0;0,63405609;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat120.jpg;0;0,73443812;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1230.jpg;0;0,92581296;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1327.jpg;0;0,54439878;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1398.jpg;0;0,67507714;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1464.jpg;0;0,86445069;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1488.jpg;0;0,62878340;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1543.jpg;0;0,65899032;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1570.jpg;0;0,60969436;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1578.jpg;0;0,52347195;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1600.jpg;0;0,68111449;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1625.jpg;0;0,58166218;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat164.jpg;0;0,57225883;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1654.jpg;0;0,82918978;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat168.jpg;0;0,51451778;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat170.jpg;0;0,80239946;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1738.jpg;0;0,51917028;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat175.jpg;0;0,60697973;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1773.jpg;0;0,52394336;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1796.jpg;0;0,73328930;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1823.jpg;0;0,94401312;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat187.jpg;0;0,58499879;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1882.jpg;0;0,89208585;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1885.jpg;0;0,65665919;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1921.jpg;0;0,51879042;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2063.jpg;0;0,93778300;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2098.jpg;0;0,63833004;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2152.jpg;0;0,65168393;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat217.jpg;0;0,50267571;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2181.jpg;0;0,67293423;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2184.jpg;0;0,72204387;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2330.jpg;0;0,51320243;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2359.jpg;0;0,73002058;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2371.jpg;0;0,64029968;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2375.jpg;0;0,82231301;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2384.jpg;0;0,59639955;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2417.jpg;0;0,58937091;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2423.jpg;0;0,70168489;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2493.jpg;0;0,57734191;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2566.jpg;0;0,59774828;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2601.jpg;0;0,76256311;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2623.jpg;0;0,74765384;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2712.jpg;0;0,59092063;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2726.jpg;0;0,79492980;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2731.jpg;0;0,53752846;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2781.jpg;0;0,60717541;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2787.jpg;0;0,52697158;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2918.jpg;0;0,52523220;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2929.jpg;0;0,58506501;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat2968.jpg;0;0,84230888;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3001.jpg;0;0,57632077;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3053.jpg;0;0,85435724;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3128.jpg;0;0,57845354;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3136.jpg;0;0,68493539;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3174.jpg;0;0,51902676;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3267.jpg;0;0,86407375;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3294.jpg;0;0,53281522;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3297.jpg;0;0,66561556;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3331.jpg;0;0,94540024;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3340.jpg;0;0,72406554;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3353.jpg;0;0,62088799;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3394.jpg;0;0,54328549;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat349.jpg;0;0,72281289;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3511.jpg;0;0,54801959;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3522.jpg;0;0,86025792;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3543.jpg;0;0,80196172;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3586.jpg;0;0,58937639;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3675.jpg;0;0,52005553;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3694.jpg;0;0,70562404;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat377.jpg;0;0,52794915;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3781.jpg;0;0,69414032;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3799.jpg;0;0,57744801;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3859.jpg;0;0,60067618;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3862.jpg;0;0,59006655;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3870.jpg;0;0,65557343;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3965.jpg;0;0,76829183;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3975.jpg;0;0,57301724;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3982.jpg;0;0,69281805;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat3997.jpg;0;0,65674931;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat4025.jpg;0;0,83203650;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat4041.jpg;0;0,79765785;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat4059.jpg;0;0,65278804;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat406.jpg;0;0,59830165;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat4062.jpg;0;0,84156567;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat4078.jpg;0;0,93498021;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat4112.jpg;0;0,56222242;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat4166.jpg;0;0,51292503;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat4179.jpg;0;0,71488661;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat4180.jpg;0;0,53376299;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat4187.jpg;0;0,68344557;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat4191.jpg;0;0,63585371;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat4199.jpg;0;0,56662744;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat4207.jpg;0;0,51978385;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat4240.jpg;0;0,58586836;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat426.jpg;0;0,56740445;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat4273.jpg;0;0,58981425;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat4295.jpg;0;0,71001983;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat4354.jpg;0;0,57043040;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat4390.jpg;0;0,82359999;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat441.jpg;0;0,72557843;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat4430.jpg;0;0,67529386;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat4435.jpg;0;0,64874190;0,5;1
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat4443.jpg;0;0,72313929;0,5;1
