V1;V2;filepath
9,708523e-01;2,914772e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1.jpg
4,863009e-01;5,136992e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat10.jpg
9,999615e-01;3,855202e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat100.jpg
9,745089e-01;2,549103e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1000.jpg
9,875629e-01;1,243708e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1001.jpg
9,822189e-01;1,778113e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1002.jpg
9,724712e-01;2,752875e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1003.jpg
9,998125e-01;1,874895e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1004.jpg
9,999132e-01;8,677401e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1005.jpg
2,671947e-01;7,328053e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1006.jpg
9,999999e-01;7,047026e-08;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1007.jpg
9,875016e-01;1,249840e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1008.jpg
9,311262e-01;6,887384e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1009.jpg
9,999833e-01;1,671536e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat101.jpg
9,985778e-01;1,422196e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1010.jpg
9,998519e-01;1,480266e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1011.jpg
9,458426e-01;5,415745e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1012.jpg
9,999384e-01;6,159372e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1013.jpg
4,301495e-01;5,698504e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1014.jpg
8,832992e-01;1,167007e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1015.jpg
9,878572e-01;1,214276e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1016.jpg
9,241039e-01;7,589616e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1017.jpg
9,880515e-01;1,194848e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1018.jpg
9,915320e-01;8,467998e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1019.jpg
9,999466e-01;5,337800e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat102.jpg
9,554310e-01;4,456900e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1020.jpg
9,995306e-01;4,694785e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1021.jpg
7,561473e-01;2,438527e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1022.jpg
9,998313e-01;1,686581e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1023.jpg
7,871947e-01;2,128053e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1024.jpg
9,987465e-01;1,253496e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1025.jpg
1,391179e-01;8,608821e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1026.jpg
9,150509e-01;8,494908e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1027.jpg
5,849662e-01;4,150338e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1028.jpg
9,985517e-01;1,448274e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1029.jpg
8,697391e-01;1,302610e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat103.jpg
9,966990e-01;3,300941e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1030.jpg
9,773493e-01;2,265071e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1031.jpg
9,993396e-01;6,602982e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1032.jpg
9,872177e-01;1,278235e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1033.jpg
9,999352e-01;6,486368e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1034.jpg
9,971232e-01;2,876825e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1035.jpg
9,727150e-01;2,728504e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1036.jpg
9,533203e-01;4,667977e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1037.jpg
9,999447e-01;5,532112e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1038.jpg
9,999111e-01;8,893765e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1039.jpg
9,960210e-01;3,979046e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat104.jpg
9,998986e-01;1,014374e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1040.jpg
9,993193e-01;6,807240e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1041.jpg
1,126850e-01;8,873149e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1042.jpg
9,775798e-01;2,242025e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1043.jpg
9,959921e-01;4,007875e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1044.jpg
9,991153e-01;8,847015e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1045.jpg
8,383127e-01;1,616873e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1046.jpg
9,999961e-01;3,923485e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1047.jpg
9,458235e-01;5,417652e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1048.jpg
9,999579e-01;4,211576e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1049.jpg
9,997634e-01;2,365367e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat105.jpg
9,831855e-01;1,681444e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1050.jpg
9,999073e-01;9,273842e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1051.jpg
6,894765e-01;3,105235e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1052.jpg
9,999907e-01;9,257291e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1053.jpg
9,998567e-01;1,432280e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1054.jpg
9,778942e-01;2,210577e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1055.jpg
9,769370e-01;2,306306e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1056.jpg
9,901484e-01;9,851573e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1057.jpg
9,777595e-01;2,224040e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1058.jpg
9,998265e-01;1,735622e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1059.jpg
9,691695e-01;3,083044e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat106.jpg
9,686649e-01;3,133515e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1060.jpg
5,976393e-01;4,023607e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1061.jpg
9,993840e-01;6,159425e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1062.jpg
9,846636e-01;1,533637e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1063.jpg
9,999478e-01;5,218952e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1064.jpg
9,955100e-01;4,490090e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1065.jpg
9,996376e-01;3,624373e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1066.jpg
9,964293e-01;3,570718e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1067.jpg
9,997613e-01;2,387686e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1068.jpg
8,933659e-01;1,066342e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1069.jpg
9,995922e-01;4,077717e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat107.jpg
9,791340e-01;2,086598e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1070.jpg
9,760712e-01;2,392875e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1071.jpg
9,766827e-01;2,331726e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1072.jpg
9,356902e-01;6,430974e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1073.jpg
9,998550e-01;1,449695e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1074.jpg
6,029434e-01;3,970566e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1075.jpg
9,912966e-01;8,703342e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1076.jpg
9,823538e-01;1,764623e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1077.jpg
9,993234e-01;6,766955e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1078.jpg
8,889424e-01;1,110576e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1079.jpg
4,484452e-01;5,515549e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat108.jpg
9,605497e-01;3,945028e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1080.jpg
9,819940e-01;1,800597e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1081.jpg
8,686083e-01;1,313917e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1082.jpg
9,844327e-01;1,556726e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1083.jpg
9,919905e-01;8,009539e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1084.jpg
9,865392e-01;1,346083e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1085.jpg
9,861550e-01;1,384499e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1086.jpg
9,963075e-01;3,692586e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1087.jpg
9,996661e-01;3,339629e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1088.jpg
8,691429e-01;1,308571e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1089.jpg
9,819824e-01;1,801762e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat109.jpg
9,997041e-01;2,959049e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1090.jpg
9,539378e-01;4,606216e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1091.jpg
9,950707e-01;4,929364e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1092.jpg
9,999504e-01;4,953234e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1093.jpg
9,982874e-01;1,712592e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1094.jpg
9,107038e-01;8,929618e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1095.jpg
9,979349e-01;2,065115e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1096.jpg
9,999988e-01;1,197711e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1097.jpg
9,997844e-01;2,155803e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1098.jpg
8,031368e-01;1,968632e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1099.jpg
9,981098e-01;1,890201e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat11.jpg
9,521621e-01;4,783794e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat110.jpg
9,979253e-01;2,074700e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1100.jpg
9,990456e-01;9,544625e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1101.jpg
9,998053e-01;1,947901e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1102.jpg
7,841678e-01;2,158322e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1103.jpg
9,973394e-01;2,660529e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1104.jpg
9,950784e-01;4,921495e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1105.jpg
9,874275e-01;1,257259e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1106.jpg
9,999325e-01;6,750278e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1107.jpg
6,219504e-01;3,780496e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1108.jpg
9,905741e-01;9,425910e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1109.jpg
9,978467e-01;2,153293e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat111.jpg
9,984480e-01;1,551931e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1110.jpg
9,994331e-01;5,668652e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1111.jpg
1,194002e-01;8,805998e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1112.jpg
