V1;V2;filepath
9,987959e-01;1,204144e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1.jpg
9,240199e-01;7,598008e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat10.jpg
9,999923e-01;7,690987e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat100.jpg
9,936751e-01;6,324959e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1000.jpg
9,600002e-01;3,999983e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1001.jpg
9,994041e-01;5,959657e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1002.jpg
9,983271e-01;1,672927e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1003.jpg
9,999990e-01;9,058436e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1004.jpg
9,989058e-01;1,094259e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1005.jpg
9,986676e-01;1,332424e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1006.jpg
1,000000e+00;1,121408e-10;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1007.jpg
9,991946e-01;8,054398e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1008.jpg
9,999492e-01;5,072833e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1009.jpg
9,999932e-01;6,841270e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat101.jpg
9,999971e-01;2,872408e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1010.jpg
9,998467e-01;1,533128e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1011.jpg
9,993562e-01;6,438007e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1012.jpg
9,939510e-01;6,049094e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1013.jpg
7,447799e-01;2,552200e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1014.jpg
9,999336e-01;6,639885e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1015.jpg
9,999961e-01;3,895206e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1016.jpg
9,906462e-01;9,353827e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1017.jpg
9,998164e-01;1,836220e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1018.jpg
9,491994e-01;5,080054e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1019.jpg
9,999672e-01;3,281160e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat102.jpg
9,996580e-01;3,419586e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1020.jpg
9,999897e-01;1,022233e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1021.jpg
9,999743e-01;2,575695e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1022.jpg
9,999843e-01;1,569341e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1023.jpg
9,987375e-01;1,262483e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1024.jpg
9,999690e-01;3,098551e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1025.jpg
7,604775e-01;2,395225e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1026.jpg
9,960918e-01;3,908203e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1027.jpg
9,899216e-01;1,007836e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1028.jpg
9,999995e-01;4,685334e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1029.jpg
9,999670e-01;3,300530e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat103.jpg
9,999894e-01;1,064395e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1030.jpg
9,999973e-01;2,783126e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1031.jpg
9,999750e-01;2,508762e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1032.jpg
9,999975e-01;2,547388e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1033.jpg
9,999789e-01;2,107350e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1034.jpg
9,999689e-01;3,114715e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1035.jpg
9,999459e-01;5,411512e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1036.jpg
4,578745e-01;5,421255e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1037.jpg
9,999931e-01;6,958254e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1038.jpg
9,996606e-01;3,394309e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1039.jpg
9,999865e-01;1,341793e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat104.jpg
9,999952e-01;4,743168e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1040.jpg
9,997261e-01;2,739164e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1041.jpg
3,783895e-04;9,996216e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1042.jpg
9,999886e-01;1,143714e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1043.jpg
9,999964e-01;3,563745e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1044.jpg
9,988110e-01;1,189018e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1045.jpg
9,981376e-01;1,862429e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1046.jpg
9,998749e-01;1,250363e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1047.jpg
9,742069e-01;2,579314e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1048.jpg
9,999959e-01;4,072590e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1049.jpg
9,999765e-01;2,353948e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat105.jpg
9,990288e-01;9,712374e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1050.jpg
9,999341e-01;6,595119e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1051.jpg
9,979540e-01;2,045962e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1052.jpg
9,999546e-01;4,538752e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1053.jpg
9,999976e-01;2,366713e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1054.jpg
9,999906e-01;9,451594e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1055.jpg
9,683555e-01;3,164447e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1056.jpg
9,999750e-01;2,507805e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1057.jpg
9,998502e-01;1,497674e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1058.jpg
9,999727e-01;2,732071e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1059.jpg
9,999942e-01;5,891966e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat106.jpg
9,983436e-01;1,656366e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1060.jpg
8,989188e-01;1,010812e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1061.jpg
9,882858e-01;1,171419e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1062.jpg
9,999981e-01;1,943752e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1063.jpg
9,956892e-01;4,310838e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1064.jpg
9,999883e-01;1,169332e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1065.jpg
1,000000e+00;1,773177e-08;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1066.jpg
9,983752e-01;1,624846e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1067.jpg
9,999796e-01;2,042324e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1068.jpg
9,999980e-01;2,078680e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1069.jpg
9,999955e-01;4,542261e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat107.jpg
9,999937e-01;6,376913e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1070.jpg
9,567010e-01;4,329899e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1071.jpg
9,992616e-01;7,384676e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1072.jpg
9,977407e-01;2,259217e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1073.jpg
9,999914e-01;8,603737e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1074.jpg
9,932383e-01;6,761596e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1075.jpg
9,990405e-01;9,594269e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1076.jpg
9,999791e-01;2,082990e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1077.jpg
9,999993e-01;7,497816e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1078.jpg
8,696308e-01;1,303692e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1079.jpg
7,870634e-01;2,129366e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat108.jpg
9,521095e-01;4,789052e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1080.jpg
9,999201e-01;7,987460e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1081.jpg
9,999928e-01;7,156355e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1082.jpg
9,997934e-01;2,066452e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1083.jpg
9,998567e-01;1,432391e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1084.jpg
9,999999e-01;1,020720e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1085.jpg
9,997247e-01;2,752802e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1086.jpg
9,999999e-01;1,750351e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1087.jpg
9,999932e-01;6,763507e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1088.jpg
9,998461e-01;1,539301e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1089.jpg
9,972457e-01;2,754302e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat109.jpg
9,999875e-01;1,247471e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1090.jpg
9,994099e-01;5,901494e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1091.jpg
9,968668e-01;3,133190e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1092.jpg
9,999924e-01;7,633219e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1093.jpg
9,995185e-01;4,814781e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1094.jpg
