V1;V2;filepath;actual_class;model
6,465855e-01;3,534145e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1.jpg;0;Xception
8,552927e-01;1,447073e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat10.jpg;0;Xception
9,975586e-01;2,441400e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat100.jpg;0;Xception
9,993321e-01;6,678479e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1000.jpg;0;Xception
9,933168e-01;6,683234e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1001.jpg;0;Xception
9,998550e-01;1,449953e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1002.jpg;0;Xception
9,981280e-01;1,871964e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1003.jpg;0;Xception
9,998610e-01;1,389277e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1004.jpg;0;Xception
9,955700e-01;4,429982e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1005.jpg;0;Xception
7,323785e-01;2,676215e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1006.jpg;0;Xception
1,000000e+00;6,821724e-12;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1007.jpg;0;Xception
9,999986e-01;1,408581e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1008.jpg;0;Xception
2,502285e-01;7,497715e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1009.jpg;0;Xception
9,999588e-01;4,118898e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat101.jpg;0;Xception
9,997689e-01;2,311240e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1010.jpg;0;Xception
9,999994e-01;5,555773e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1011.jpg;0;Xception
9,264759e-01;7,352418e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1012.jpg;0;Xception
9,997992e-01;2,007774e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1013.jpg;0;Xception
6,979985e-01;3,020014e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1014.jpg;0;Xception
8,575613e-01;1,424387e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1015.jpg;0;Xception
9,999933e-01;6,728112e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1016.jpg;0;Xception
8,873645e-01;1,126354e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1017.jpg;0;Xception
9,930696e-01;6,930393e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1018.jpg;0;Xception
7,653764e-01;2,346236e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1019.jpg;0;Xception
9,996895e-01;3,105744e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat102.jpg;0;Xception
9,992292e-01;7,708355e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1020.jpg;0;Xception
9,973478e-01;2,652175e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1021.jpg;0;Xception
9,926387e-01;7,361315e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1022.jpg;0;Xception
9,999946e-01;5,305319e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1023.jpg;0;Xception
9,939722e-01;6,027728e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1024.jpg;0;Xception
9,999999e-01;1,400109e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1025.jpg;0;Xception
5,876775e-01;4,123225e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1026.jpg;0;Xception
2,773811e-01;7,226189e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1027.jpg;0;Xception
6,808670e-01;3,191330e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1028.jpg;0;Xception
9,999998e-01;2,400088e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1029.jpg;0;Xception
9,947156e-01;5,284411e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat103.jpg;0;Xception
9,999992e-01;8,382360e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1030.jpg;0;Xception
9,949266e-01;5,073477e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1031.jpg;0;Xception
9,999993e-01;6,747111e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1032.jpg;0;Xception
1,000000e+00;4,627814e-09;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1033.jpg;0;Xception
9,999708e-01;2,923929e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1034.jpg;0;Xception
9,908275e-01;9,172538e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1035.jpg;0;Xception
9,999975e-01;2,476467e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1036.jpg;0;Xception
4,557450e-01;5,442550e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1037.jpg;0;Xception
9,999969e-01;3,059120e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1038.jpg;0;Xception
9,999292e-01;7,085347e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1039.jpg;0;Xception
9,961199e-01;3,880154e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat104.jpg;0;Xception
9,999998e-01;1,978888e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1040.jpg;0;Xception
