V1;V2;filepath
2,824438e-01;7,175562e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1.jpg
1,110680e-04;9,998889e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat10.jpg
1,000000e+00;3,100922e-28;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat100.jpg
1,000000e+00;1,147893e-11;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1000.jpg
4,097936e-04;9,995902e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1001.jpg
1,000000e+00;1,760243e-16;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1002.jpg
9,997616e-01;2,384096e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1003.jpg
1,000000e+00;0,000000e+00;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1004.jpg
1,000000e+00;1,404969e-11;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1005.jpg
1,291874e-02;9,870812e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1006.jpg
1,000000e+00;0,000000e+00;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1007.jpg
1,000000e+00;1,512885e-08;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1008.jpg
9,234822e-01;7,651776e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1009.jpg
9,999747e-01;2,524068e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat101.jpg
1,000000e+00;0,000000e+00;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1010.jpg
1,000000e+00;5,416407e-10;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1011.jpg
4,972879e-03;9,950271e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1012.jpg
1,000000e+00;1,066611e-10;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1013.jpg
9,049100e-01;9,509004e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1014.jpg
6,577075e-01;3,422925e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1015.jpg
1,000000e+00;0,000000e+00;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1016.jpg
9,999993e-01;7,328230e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1017.jpg
1,000000e+00;1,562556e-38;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1018.jpg
9,803978e-01;1,960220e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1019.jpg
9,999776e-01;2,237446e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat102.jpg
1,000000e+00;1,222854e-22;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1020.jpg
1,000000e+00;2,664271e-16;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1021.jpg
3,359366e-01;6,640634e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1022.jpg
1,000000e+00;1,241761e-28;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1023.jpg
4,581456e-01;5,418544e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1024.jpg
1,000000e+00;0,000000e+00;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1025.jpg
9,998614e-01;1,385993e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1026.jpg
9,372107e-01;6,278932e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1027.jpg
1,000000e+00;1,555722e-08;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1028.jpg
1,000000e+00;0,000000e+00;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1029.jpg
1,000000e+00;8,403242e-35;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat103.jpg
9,863452e-01;1,365490e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1030.jpg
4,098535e-05;9,999590e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1031.jpg
1,098971e-01;8,901029e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1032.jpg
2,454070e-03;9,975459e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1033.jpg
1,000000e+00;0,000000e+00;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1034.jpg
