V1;V2;filepath;actual_class;model
7,085807e-01;2,914193e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1.jpg;0;Inception_V3
7,565516e-01;2,434483e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat10.jpg;0;Inception_V3
9,999998e-01;1,916724e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat100.jpg;0;Inception_V3
9,999369e-01;6,304515e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1000.jpg;0;Inception_V3
9,995433e-01;4,567737e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1001.jpg;0;Inception_V3
9,940147e-01;5,985389e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1002.jpg;0;Inception_V3
9,998423e-01;1,576499e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1003.jpg;0;Inception_V3
9,999999e-01;8,131308e-08;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1004.jpg;0;Inception_V3
9,999766e-01;2,341234e-05;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1005.jpg;0;Inception_V3
6,589822e-01;3,410179e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1006.jpg;0;Inception_V3
1,000000e+00;1,491025e-14;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1007.jpg;0;Inception_V3
9,977846e-01;2,215452e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1008.jpg;0;Inception_V3
9,952176e-01;4,782441e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1009.jpg;0;Inception_V3
9,994011e-01;5,989456e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat101.jpg;0;Inception_V3
9,890062e-01;1,099382e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1010.jpg;0;Inception_V3
9,999992e-01;8,274114e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1011.jpg;0;Inception_V3
9,924927e-01;7,507298e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1012.jpg;0;Inception_V3
9,999985e-01;1,561227e-06;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1013.jpg;0;Inception_V3
5,883363e-01;4,116637e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1014.jpg;0;Inception_V3
9,526044e-01;4,739559e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1015.jpg;0;Inception_V3
9,999996e-01;3,818137e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1016.jpg;0;Inception_V3
9,998294e-01;1,705801e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1017.jpg;0;Inception_V3
9,674860e-01;3,251397e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1018.jpg;0;Inception_V3
9,997405e-01;2,594258e-04;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1019.jpg;0;Inception_V3
