V1;V2;filepath
3,627748e-01;6,372252e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1.jpg
5,212463e-03;9,947876e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat10.jpg
9,514466e-01;4,855339e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat100.jpg
6,378468e-01;3,621532e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1000.jpg
7,067342e-04;9,992932e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1001.jpg
3,247103e-01;6,752897e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1002.jpg
4,543440e-02;9,545656e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1003.jpg
9,968423e-01;3,157719e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1004.jpg
9,963575e-01;3,642434e-03;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1005.jpg
1,571187e-01;8,428813e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1006.jpg
9,999999e-01;1,362307e-07;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1007.jpg
9,456615e-01;5,433844e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1008.jpg
7,602897e-01;2,397103e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1009.jpg
6,484492e-01;3,515508e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat101.jpg
2,682171e-01;7,317829e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1010.jpg
6,873116e-01;3,126883e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1011.jpg
2,390122e-02;9,760988e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1012.jpg
9,288716e-01;7,112832e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1013.jpg
3,344361e-01;6,655639e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1014.jpg
6,264432e-01;3,735568e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1015.jpg
3,622558e-01;6,377442e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1016.jpg
4,454894e-01;5,545105e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1017.jpg
1,392301e-01;8,607700e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1018.jpg
9,022491e-01;9,775089e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1019.jpg
9,259806e-01;7,401939e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat102.jpg
4,035973e-03;9,959641e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1020.jpg
9,483064e-01;5,169364e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1021.jpg
8,798135e-01;1,201865e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1022.jpg
9,388103e-01;6,118972e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1023.jpg
2,073046e-02;9,792696e-01;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1024.jpg
9,759882e-01;2,401173e-02;D:\GitHub\Datasets\Cats_And_Dogs\train\cats\cat1025.jpg
