files;actual_class;predicted;cutoff;predicted_class
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1.jpg;0;2,055153e-01;0,4908051;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat10.jpg;0;1,854639e-01;0,4908051;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat100.jpg;0;7,350386e-04;0,4908051;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1000.jpg;0;1,001702e-01;0,4908051;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1001.jpg;0;1,047851e-01;0,4908051;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1002.jpg;0;1,799124e-03;0,4908051;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1003.jpg;0;5,868199e-02;0,4908051;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1004.jpg;0;4,661607e-02;0,4908051;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1005.jpg;0;3,548779e-02;0,4908051;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1006.jpg;0;3,127117e-01;0,4908051;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1007.jpg;0;4,637160e-11;0,4908051;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1008.jpg;0;1,119816e-01;0,4908051;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1009.jpg;0;2,792580e-01;0,4908051;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat101.jpg;0;6,176621e-02;0,4908051;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1010.jpg;0;1,449875e-02;0,4908051;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1011.jpg;0;4,892811e-06;0,4908051;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1012.jpg;0;9,631303e-02;0,4908051;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1013.jpg;0;1,301368e-04;0,4908051;0
D:/GitHub/Datasets/Cats_And_Dogs/train/cats/cat1014.jpg;0;3,463060e-01;0,4908051;0
